Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
-16.3,2.38,-0.907,6.79,0.479
-16.3,2.38,-0.907,6.80,0.479
-16.3,2.38,-0.907,6.80,0.479
-16.3,2.38,-0.907,6.80,0.479
-16.3,2.38,-0.907,6.80,0.479
-16.3,2.38,-0.907,6.80,0.480
-16.3,2.38,-0.907,6.80,0.480
-16.3,2.38,-0.907,6.80,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.38,-0.907,6.81,0.480
-16.3,2.39,-0.907,6.81,0.481
-16.3,2.39,-0.907,6.82,0.481
-16.3,2.39,-0.907,6.82,0.481
-16.3,2.39,-0.907,6.82,0.481
-16.3,2.39,-0.907,6.82,0.481
-16.3,2.39,-0.907,6.82,0.481
-16.3,2.39,-0.907,6.83,0.481
-16.3,2.39,-0.907,6.83,0.481
-16.3,2.39,-0.907,6.83,0.481
-16.3,2.39,-0.907,6.83,0.481
-16.3,2.39,-0.907,6.83,0.482
-16.3,2.39,-0.907,6.83,0.482
-16.3,2.39,-0.907,6.83,0.482
-16.3,2.39,-0.907,6.83,0.482
-16.3,2.39,-0.907,6.83,0.482
-16.4,2.39,-0.910,6.84,0.482
-16.5,2.39,-0.914,6.84,0.482
-16.5,2.39,-0.916,6.84,0.482
-16.4,2.39,-0.912,6.84,0.482
-16.4,2.39,-0.909,6.84,0.482
-16.3,2.40,-0.907,6.84,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.85,0.483
-16.3,2.40,-0.907,6.86,0.483
-16.3,2.40,-0.907,6.86,0.483
-16.3,2.40,-0.908,6.86,0.484
-16.4,2.40,-0.911,6.86,0.484
-16.5,2.40,-0.914,6.86,0.484
-16.5,2.40,-0.917,6.86,0.484
-16.5,2.40,-0.917,6.86,0.484
-16.5,2.40,-0.917,6.87,0.484
-16.5,2.40,-0.917,6.87,0.484
-16.5,2.40,-0.917,6.87,0.484
-16.5,2.40,-0.917,6.87,0.484
-16.5,2.40,-0.917,6.87,0.484
-16.5,2.40,-0.917,6.87,0.485
-16.5,2.41,-0.917,6.87,0.485
-16.5,2.41,-0.917,6.87,0.485
-16.5,2.41,-0.917,6.88,0.485
-16.5,2.41,-0.917,6.88,0.485
-16.5,2.41,-0.917,6.88,0.485
-16.5,2.41,-0.917,6.88,0.485
-16.5,2.41,-0.917,6.88,0.485
-16.5,2.41,-0.917,6.88,0.485
-16.5,2.41,-0.917,6.89,0.485
-16.5,2.41,-0.917,6.89,0.485
-16.5,2.41,-0.917,6.89,0.486
-16.5,2.41,-0.917,6.89,0.486
-16.5,2.41,-0.917,6.89,0.486
-16.5,2.41,-0.917,6.89,0.486
-16.5,2.41,-0.917,6.89,0.486
-16.5,2.41,-0.917,6.89,0.486
-16.5,2.41,-0.917,6.90,0.486
-16.5,2.41,-0.917,6.90,0.486
-16.5,2.42,-0.917,6.90,0.486
-16.5,2.42,-0.917,6.90,0.486
-16.5,2.42,-0.917,6.90,0.487
-16.5,2.42,-0.917,6.90,0.487
-16.5,2.42,-0.917,6.90,0.487
-16.5,2.42,-0.917,6.91,0.487
-16.5,2.42,-0.917,6.91,0.487
-16.5,2.42,-0.917,6.91,0.487
-16.5,2.42,-0.916,6.91,0.487
-16.4,2.42,-0.913,6.91,0.487
-16.4,2.42,-0.909,6.91,0.487
-16.3,2.42,-0.907,6.91,0.487
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.92,0.488
-16.3,2.42,-0.907,6.93,0.488
-16.3,2.42,-0.907,6.93,0.488
-16.3,2.43,-0.907,6.93,0.489
-16.3,2.43,-0.907,6.93,0.489
-16.3,2.43,-0.907,6.93,0.489
-16.3,2.43,-0.907,6.93,0.489
-16.3,2.43,-0.907,6.93,0.489
-16.3,2.43,-0.907,6.94,0.489
-16.3,2.43,-0.907,6.94,0.489
-16.3,2.43,-0.907,6.94,0.489
-16.3,2.43,-0.907,6.94,0.489
-16.3,2.43,-0.907,6.94,0.489
-16.3,2.43,-0.907,6.94,0.490
-16.3,2.43,-0.907,6.94,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.95,0.490
-16.3,2.43,-0.907,6.96,0.490
-16.3,2.43,-0.907,6.96,0.491
-16.3,2.44,-0.907,6.96,0.491
-16.3,2.44,-0.907,6.96,0.491
-16.3,2.44,-0.907,6.96,0.491
-16.3,2.44,-0.907,6.96,0.491
-16.3,2.44,-0.907,6.97,0.491
-16.3,2.44,-0.907,6.97,0.491
-16.3,2.44,-0.907,6.97,0.491
-16.3,2.44,-0.907,6.97,0.491
-16.3,2.44,-0.907,6.97,0.491
-16.3,2.44,-0.907,6.97,0.492
-16.3,2.44,-0.907,6.97,0.492
-16.3,2.44,-0.907,6.97,0.492
-16.3,2.44,-0.907,6.98,0.492
-16.3,2.44,-0.907,6.98,0.492
-16.3,2.44,-0.907,6.98,0.492
-16.3,2.44,-0.907,6.98,0.492
-16.3,2.44,-0.907,6.98,0.492
-16.3,2.44,-0.907,6.98,0.492
-16.3,2.45,-0.907,6.99,0.492
-16.3,2.45,-0.907,6.99,0.492
-16.3,2.45,-0.907,6.99,0.493
-16.3,2.45,-0.907,6.99,0.493
-16.3,2.45,-0.907,6.99,0.493
-16.3,2.45,-0.907,6.99,0.493
-16.3,2.45,-0.907,6.99,0.493
-16.3,2.45,-0.907,6.99,0.493
-16.3,2.45,-0.907,7.00,0.493
-16.3,2.45,-0.907,7.00,0.493
-16.3,2.45,-0.907,7.00,0.493
-16.3,2.45,-0.907,7.00,0.493
-16.3,2.45,-0.907,7.00,0.494
-16.3,2.45,-0.907,7.00,0.494
-16.3,2.45,-0.907,7.00,0.494
-16.3,2.45,-0.907,7.01,0.494
-16.3,2.45,-0.907,7.01,0.494
-16.3,2.45,-0.907,7.01,0.494
-16.3,2.45,-0.907,7.01,0.494
-16.3,2.45,-0.907,7.01,0.494
-16.3,2.45,-0.907,7.01,0.494
-16.3,2.46,-0.907,7.01,0.494
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.02,0.495
-16.3,2.46,-0.907,7.03,0.495
-16.3,2.46,-0.907,7.03,0.495
-16.3,2.46,-0.907,7.03,0.496
-16.3,2.46,-0.907,7.03,0.496

