Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
428,1.75,23.8,5.00,0.354
427,1.75,23.7,5.00,0.354
426,1.75,23.7,5.00,0.354
417,1.75,23.2,5.00,0.354
406,1.75,22.5,5.01,0.354
395,1.75,21.9,5.01,0.354
384,1.75,21.3,5.01,0.354
373,1.75,20.7,5.01,0.354
357,1.75,19.8,5.01,0.354
336,1.76,18.7,5.01,0.354
315,1.76,17.5,5.02,0.355
303,1.76,16.8,5.02,0.355
293,1.76,16.3,5.02,0.355
280,1.76,15.5,5.02,0.355
259,1.76,14.4,5.02,0.355
238,1.76,13.2,5.02,0.355
223,1.76,12.4,5.02,0.355
212,1.76,11.8,5.02,0.355
201,1.76,11.2,5.03,0.355
180,1.76,10.0,5.03,0.355
158,1.76,8.80,5.03,0.356
142,1.76,7.87,5.03,0.356
131,1.76,7.29,5.03,0.356
121,1.76,6.71,5.03,0.356
102,1.76,5.69,5.04,0.356
81.8,1.76,4.54,5.04,0.356
62.8,1.76,3.49,5.04,0.356
52.7,1.76,2.93,5.04,0.356
42.6,1.76,2.36,5.04,0.356
27.5,1.76,1.53,5.04,0.356
7.57,1.77,0.421,5.04,0.357
-12.4,1.77,-0.688,5.05,0.357
-15.2,1.77,-0.845,5.05,0.357
-15.7,1.77,-0.870,5.05,0.357
-16.0,1.77,-0.890,5.05,0.357
-16.2,1.77,-0.897,5.05,0.357
-16.3,1.77,-0.904,5.05,0.357
-16.3,1.77,-0.907,5.05,0.357
-16.3,1.77,-0.907,5.06,0.357
-16.3,1.77,-0.907,5.06,0.357
-16.3,1.77,-0.907,5.06,0.358
-16.3,1.77,-0.907,5.06,0.358
-16.3,1.77,-0.907,5.06,0.358
-16.3,1.77,-0.907,5.06,0.358
-16.3,1.77,-0.907,5.06,0.358
-16.3,1.77,-0.907,5.06,0.358
-16.3,1.77,-0.907,5.07,0.358
-16.3,1.77,-0.907,5.07,0.358
-16.3,1.77,-0.907,5.07,0.358
-16.3,1.77,-0.907,5.07,0.358
-16.3,1.78,-0.907,5.07,0.359
-16.3,1.78,-0.907,5.07,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.08,0.359
-16.3,1.78,-0.907,5.09,0.359
-16.3,1.78,-0.907,5.09,0.360
-16.3,1.78,-0.907,5.09,0.360
-16.3,1.78,-0.907,5.09,0.360
-16.3,1.78,-0.907,5.09,0.360
-16.3,1.78,-0.907,5.09,0.360
-16.3,1.78,-0.907,5.09,0.360
-16.3,1.78,-0.907,5.10,0.360
-16.3,1.78,-0.907,5.10,0.360
-16.3,1.78,-0.907,5.10,0.360
-16.3,1.78,-0.907,5.10,0.360
-16.3,1.78,-0.907,5.10,0.361
-16.3,1.79,-0.907,5.10,0.361
-16.3,1.79,-0.907,5.10,0.361
-16.3,1.79,-0.907,5.10,0.361
-16.3,1.79,-0.907,5.11,0.361
-16.3,1.79,-0.907,5.11,0.361
-16.3,1.79,-0.907,5.11,0.361
-16.3,1.79,-0.907,5.11,0.361
-16.3,1.79,-0.907,5.11,0.361
-16.3,1.79,-0.907,5.11,0.361
-16.3,1.79,-0.907,5.12,0.362
-16.3,1.79,-0.907,5.12,0.362
-16.3,1.79,-0.907,5.12,0.362
-16.3,1.79,-0.907,5.12,0.362
-16.3,1.79,-0.907,5.12,0.362
-16.3,1.79,-0.907,5.12,0.362
-16.3,1.79,-0.907,5.13,0.362
-16.3,1.79,-0.907,5.13,0.362
-16.3,1.79,-0.907,5.13,0.362
-16.3,1.80,-0.907,5.13,0.362
-16.3,1.80,-0.907,5.13,0.363
-16.3,1.80,-0.907,5.13,0.363
-16.3,1.80,-0.907,5.13,0.363
-16.3,1.80,-0.907,5.13,0.363
-16.3,1.80,-0.907,5.14,0.363
-16.3,1.80,-0.907,5.14,0.363
-16.3,1.80,-0.907,5.14,0.363
-16.3,1.80,-0.907,5.14,0.363
-16.3,1.80,-0.907,5.14,0.363
-16.3,1.80,-0.907,5.14,0.363
-16.3,1.80,-0.907,5.14,0.364
-16.3,1.80,-0.907,5.14,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.15,0.364
-16.3,1.80,-0.907,5.16,0.364
-16.3,1.81,-0.907,5.16,0.365
-16.3,1.81,-0.907,5.16,0.365
-16.3,1.81,-0.907,5.16,0.365
-16.3,1.81,-0.907,5.16,0.365
-16.3,1.81,-0.907,5.16,0.365
-16.3,1.81,-0.907,5.17,0.365
-16.3,1.81,-0.907,5.17,0.365
-16.3,1.81,-0.907,5.17,0.365
-16.3,1.81,-0.907,5.17,0.365
-16.3,1.81,-0.907,5.17,0.365
-16.3,1.81,-0.907,5.17,0.366
-16.3,1.81,-0.907,5.17,0.366
-16.3,1.81,-0.907,5.17,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.81,-0.907,5.18,0.366
-16.3,1.82,-0.907,5.19,0.367
-16.3,1.82,-0.907,5.19,0.367
-16.3,1.82,-0.907,5.19,0.367
-16.3,1.82,-0.907,5.19,0.367
-16.3,1.82,-0.907,5.19,0.367
-16.4,1.82,-0.909,5.19,0.367
-16.4,1.82,-0.912,5.20,0.367
-16.5,1.82,-0.916,5.20,0.367
-16.5,1.82,-0.917,5.20,0.367
-16.5,1.82,-0.917,5.20,0.367
-16.5,1.82,-0.917,5.20,0.368
-16.5,1.82,-0.917,5.20,0.368
-16.5,1.82,-0.917,5.20,0.368
-16.5,1.82,-0.915,5.20,0.368
-16.4,1.82,-0.912,5.21,0.368
-16.3,1.82,-0.908,5.21,0.368
-16.3,1.82,-0.907,5.21,0.368
-16.3,1.82,-0.907,5.21,0.368
-16.3,1.82,-0.907,5.21,0.368
-16.3,1.82,-0.907,5.21,0.368
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.22,0.369
-16.3,1.83,-0.907,5.23,0.369
-16.3,1.83,-0.907,5.23,0.369
-16.3,1.83,-0.907,5.23,0.370
-16.3,1.83,-0.907,5.23,0.370
-16.3,1.83,-0.907,5.23,0.370
-16.3,1.83,-0.907,5.23,0.370
-16.3,1.83,-0.907,5.23,0.370
-16.3,1.83,-0.907,5.24,0.370
-16.3,1.83,-0.907,5.24,0.370
-16.3,1.83,-0.907,5.24,0.370
-16.3,1.83,-0.907,5.24,0.370
-16.3,1.83,-0.907,5.24,0.370
-16.3,1.83,-0.907,5.24,0.371
-16.3,1.84,-0.907,5.24,0.371
-16.3,1.84,-0.907,5.25,0.371
-16.3,1.84,-0.907,5.25,0.371
-16.3,1.84,-0.907,5.25,0.371
-16.3,1.84,-0.907,5.25,0.371
-16.3,1.84,-0.907,5.25,0.371
-16.3,1.84,-0.907,5.25,0.371
-16.3,1.84,-0.907,5.26,0.371
-16.3,1.84,-0.907,5.26,0.371
-16.3,1.84,-0.907,5.26,0.372
-16.3,1.84,-0.907,5.26,0.372
-16.3,1.84,-0.907,5.26,0.372
-16.4,1.84,-0.910,5.26,0.372
-16.4,1.84,-0.914,5.26,0.372
-16.5,1.84,-0.917,5.26,0.372
-16.5,1.84,-0.917,5.27,0.372
-16.5,1.84,-0.917,5.27,0.372
-16.5,1.84,-0.917,5.27,0.372
-16.5,1.84,-0.917,5.27,0.372
-16.5,1.84,-0.917,5.27,0.372
-16.5,1.85,-0.917,5.27,0.373
-16.5,1.85,-0.917,5.28,0.373
-16.5,1.85,-0.917,5.28,0.373
-16.5,1.85,-0.917,5.28,0.373
-16.5,1.85,-0.917,5.28,0.373
-16.5,1.85,-0.915,5.28,0.373
-16.4,1.85,-0.911,5.28,0.373
-16.3,1.85,-0.908,5.28,0.373
-16.3,1.85,-0.907,5.28,0.373
-16.3,1.85,-0.907,5.28,0.373
-16.3,1.85,-0.907,5.29,0.374
-16.3,1.85,-0.907,5.29,0.374
-16.3,1.85,-0.907,5.29,0.374
-16.3,1.85,-0.907,5.29,0.374
-16.3,1.85,-0.907,5.29,0.374
-16.3,1.85,-0.907,5.29,0.374
-16.3,1.85,-0.907,5.30,0.374
-16.3,1.85,-0.907,5.30,0.374
-16.3,1.85,-0.907,5.30,0.374
-16.3,1.85,-0.907,5.30,0.374
-16.3,1.85,-0.907,5.30,0.375
-16.3,1.86,-0.907,5.30,0.375
-16.3,1.86,-0.907,5.30,0.375
-16.3,1.86,-0.907,5.31,0.375
-16.3,1.86,-0.907,5.31,0.375
-16.3,1.86,-0.907,5.31,0.375
-16.3,1.86,-0.907,5.31,0.375
-16.3,1.86,-0.907,5.31,0.375
-16.3,1.86,-0.907,5.31,0.375
-16.3,1.86,-0.907,5.32,0.375
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.32,0.376
-16.3,1.86,-0.907,5.33,0.376
-16.3,1.87,-0.907,5.33,0.376
-16.3,1.87,-0.907,5.33,0.377
-16.3,1.87,-0.907,5.33,0.377
-16.3,1.87,-0.907,5.33,0.377
-16.3,1.87,-0.907,5.33,0.377
-16.3,1.87,-0.907,5.33,0.377
-16.3,1.87,-0.907,5.34,0.377
-16.3,1.87,-0.907,5.34,0.377
-16.3,1.87,-0.907,5.34,0.377
-16.3,1.87,-0.907,5.34,0.377
-16.3,1.87,-0.907,5.34,0.377
-16.3,1.87,-0.907,5.34,0.378
-16.3,1.87,-0.907,5.34,0.378
-16.3,1.87,-0.907,5.35,0.378
-16.3,1.87,-0.907,5.35,0.378
-16.3,1.87,-0.907,5.35,0.378
-16.3,1.87,-0.907,5.35,0.378
-16.3,1.87,-0.907,5.35,0.378
-16.3,1.87,-0.907,5.35,0.378
-16.3,1.87,-0.907,5.36,0.378
-16.3,1.87,-0.907,5.36,0.378
-16.3,1.88,-0.907,5.36,0.379
-16.3,1.88,-0.907,5.36,0.379
-16.3,1.88,-0.907,5.36,0.379
-16.3,1.88,-0.907,5.36,0.379
-16.3,1.88,-0.907,5.36,0.379
-16.3,1.88,-0.907,5.37,0.379
-16.3,1.88,-0.907,5.37,0.379
-16.3,1.88,-0.907,5.37,0.379
-16.3,1.88,-0.907,5.37,0.379
-16.3,1.88,-0.907,5.37,0.379
-16.3,1.88,-0.907,5.37,0.379
-16.3,1.88,-0.907,5.37,0.380
-16.3,1.88,-0.907,5.37,0.380
-16.3,1.88,-0.907,5.38,0.380
-16.3,1.88,-0.907,5.38,0.380
-16.3,1.88,-0.907,5.38,0.380
-16.3,1.88,-0.907,5.38,0.380
-16.3,1.88,-0.907,5.38,0.380
-16.3,1.88,-0.907,5.39,0.380
-16.3,1.89,-0.907,5.39,0.380
-16.3,1.89,-0.907,5.39,0.380
-16.3,1.89,-0.908,5.39,0.381
-16.4,1.89,-0.911,5.39,0.381
-16.5,1.89,-0.915,5.39,0.381
-16.5,1.89,-0.917,5.39,0.381
-16.5,1.89,-0.917,5.39,0.381
-16.5,1.89,-0.917,5.39,0.381
-16.5,1.89,-0.917,5.40,0.381
-16.5,1.89,-0.917,5.40,0.381
-16.5,1.89,-0.917,5.40,0.381
-16.5,1.89,-0.917,5.40,0.381
-16.5,1.89,-0.917,5.40,0.382
-16.5,1.89,-0.917,5.40,0.382
-16.5,1.89,-0.917,5.40,0.382
-16.5,1.89,-0.917,5.41,0.382
-16.5,1.89,-0.917,5.41,0.382
-16.5,1.89,-0.917,5.41,0.382
-16.5,1.89,-0.917,5.41,0.382
-16.5,1.89,-0.917,5.41,0.382
-16.5,1.89,-0.917,5.41,0.382
-16.5,1.90,-0.917,5.41,0.382
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.42,0.383
-16.5,1.90,-0.917,5.43,0.383
-16.5,1.90,-0.916,5.43,0.383
-16.4,1.90,-0.913,5.43,0.384
-16.4,1.90,-0.910,5.43,0.384
-16.3,1.90,-0.907,5.43,0.384
-16.3,1.90,-0.907,5.43,0.384
-16.3,1.90,-0.907,5.44,0.384
-16.3,1.90,-0.907,5.44,0.384
-16.3,1.90,-0.907,5.44,0.384
-16.3,1.90,-0.907,5.44,0.384
-16.3,1.90,-0.907,5.44,0.384
-16.3,1.90,-0.907,5.44,0.384
-16.3,1.91,-0.907,5.44,0.385
-16.3,1.91,-0.907,5.44,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.45,0.385
-16.3,1.91,-0.907,5.46,0.385
-16.3,1.91,-0.907,5.46,0.386
-16.3,1.91,-0.907,5.46,0.386
-16.3,1.91,-0.907,5.46,0.386
-16.3,1.91,-0.907,5.46,0.386
-16.3,1.91,-0.907,5.46,0.386
-16.3,1.91,-0.907,5.46,0.386
-16.3,1.91,-0.907,5.47,0.386
-16.3,1.91,-0.907,5.47,0.386
-16.3,1.91,-0.907,5.47,0.386
-16.3,1.91,-0.907,5.47,0.386
-16.3,1.91,-0.907,5.47,0.386
-16.3,1.92,-0.907,5.47,0.387
-16.3,1.92,-0.907,5.47,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.48,0.387
-16.3,1.92,-0.907,5.49,0.388
-16.3,1.92,-0.907,5.49,0.388
-16.3,1.92,-0.907,5.49,0.388
-16.3,1.92,-0.907,5.49,0.388
-16.3,1.92,-0.907,5.49,0.388
-16.3,1.92,-0.907,5.49,0.388
-16.3,1.92,-0.907,5.50,0.388
-16.3,1.92,-0.907,5.50,0.388
-16.3,1.92,-0.907,5.50,0.388
-16.3,1.93,-0.907,5.50,0.388
-16.3,1.93,-0.907,5.50,0.389
-16.4,1.93,-0.908,5.50,0.389
-16.4,1.93,-0.912,5.50,0.389
-16.5,1.93,-0.915,5.50,0.389
-16.5,1.93,-0.914,5.51,0.389
-16.4,1.93,-0.911,5.51,0.389
-16.3,1.93,-0.907,5.51,0.389
-16.3,1.93,-0.907,5.51,0.389
-16.3,1.93,-0.907,5.51,0.389
-16.3,1.93,-0.907,5.51,0.389
-16.3,1.93,-0.907,5.51,0.390
-16.3,1.93,-0.907,5.52,0.390
-16.4,1.93,-0.910,5.52,0.390
-16.4,1.93,-0.913,5.52,0.390
-16.5,1.93,-0.917,5.52,0.390
-16.5,1.93,-0.917,5.52,0.390
-16.5,1.93,-0.917,5.52,0.390
-16.5,1.93,-0.917,5.53,0.390
-16.5,1.93,-0.917,5.53,0.390
-16.5,1.93,-0.917,5.53,0.390
-16.5,1.94,-0.917,5.53,0.391
-16.5,1.94,-0.917,5.53,0.391
-16.5,1.94,-0.917,5.53,0.391
-16.5,1.94,-0.917,5.53,0.391
-16.5,1.94,-0.917,5.53,0.391
-16.5,1.94,-0.915,5.54,0.391
-16.4,1.94,-0.911,5.54,0.391
-16.3,1.94,-0.908,5.54,0.391
-16.3,1.94,-0.907,5.54,0.391
-16.3,1.94,-0.907,5.54,0.391
-16.3,1.94,-0.907,5.54,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.55,0.392
-16.3,1.94,-0.907,5.56,0.392
-16.3,1.94,-0.907,5.56,0.392
-16.3,1.95,-0.907,5.56,0.393
-16.3,1.95,-0.907,5.56,0.393
-16.3,1.95,-0.907,5.56,0.393
-16.3,1.95,-0.907,5.56,0.393
-16.3,1.95,-0.907,5.57,0.393
-16.3,1.95,-0.907,5.57,0.393
-16.3,1.95,-0.907,5.57,0.393
-16.3,1.95,-0.907,5.57,0.393
-16.3,1.95,-0.907,5.57,0.393
-16.3,1.95,-0.907,5.57,0.393
-16.3,1.95,-0.907,5.57,0.394
-16.3,1.95,-0.907,5.57,0.394
-16.3,1.95,-0.907,5.58,0.394
-16.3,1.95,-0.907,5.58,0.394
-16.3,1.95,-0.907,5.58,0.394
-16.3,1.95,-0.907,5.58,0.394
-16.3,1.95,-0.907,5.58,0.394
-16.3,1.95,-0.907,5.58,0.394
-16.3,1.96,-0.907,5.59,0.394
-16.3,1.96,-0.907,5.59,0.394
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.59,0.395
-16.3,1.96,-0.907,5.60,0.395
-16.3,1.96,-0.907,5.60,0.395
-16.3,1.96,-0.907,5.60,0.395
-16.3,1.96,-0.907,5.60,0.396
-16.3,1.96,-0.907,5.60,0.396
-16.3,1.96,-0.907,5.60,0.396
-16.3,1.96,-0.907,5.60,0.396
-16.3,1.96,-0.907,5.61,0.396
-16.3,1.96,-0.907,5.61,0.396
-16.3,1.96,-0.907,5.61,0.396
-16.3,1.96,-0.907,5.61,0.396
-16.3,1.96,-0.907,5.61,0.396
-16.3,1.97,-0.907,5.61,0.396
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.62,0.397
-16.3,1.97,-0.907,5.63,0.397
-16.3,1.97,-0.907,5.63,0.397
-16.3,1.97,-0.907,5.63,0.398
-16.3,1.97,-0.907,5.63,0.398
-16.3,1.97,-0.907,5.63,0.398
-16.3,1.97,-0.907,5.63,0.398
-16.3,1.97,-0.907,5.64,0.398
-16.3,1.97,-0.907,5.64,0.398
-16.3,1.97,-0.907,5.64,0.398
-16.3,1.97,-0.907,5.64,0.398
-16.3,1.97,-0.907,5.64,0.398
-16.3,1.97,-0.907,5.64,0.398
-16.3,1.97,-0.907,5.64,0.399
-16.3,1.98,-0.907,5.64,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.65,0.399
-16.3,1.98,-0.907,5.66,0.399
-16.3,1.98,-0.907,5.66,0.399
-16.3,1.98,-0.907,5.66,0.400
-16.3,1.98,-0.907,5.66,0.400
-16.3,1.98,-0.907,5.66,0.400
-16.3,1.98,-0.907,5.66,0.400
-16.3,1.98,-0.907,5.66,0.400
-16.3,1.98,-0.907,5.67,0.400
-16.3,1.98,-0.907,5.67,0.400
-16.3,1.98,-0.907,5.67,0.400
-16.3,1.98,-0.907,5.67,0.400
-16.3,1.99,-0.907,5.67,0.400
-16.3,1.99,-0.907,5.67,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.3,1.99,-0.907,5.68,0.401
-16.4,1.99,-0.911,5.68,0.401
-16.5,1.99,-0.914,5.69,0.402
-16.5,1.99,-0.917,5.69,0.402
-16.5,1.99,-0.917,5.69,0.402
-16.5,1.99,-0.917,5.69,0.402
-16.5,1.99,-0.917,5.69,0.402
-16.5,1.99,-0.917,5.70,0.402
-16.5,1.99,-0.917,5.70,0.402
-16.5,1.99,-0.917,5.70,0.402
-16.5,1.99,-0.917,5.70,0.402
-16.5,1.99,-0.917,5.70,0.402
-16.5,2.00,-0.917,5.70,0.403
-16.5,2.00,-0.917,5.70,0.403
-16.5,2.00,-0.917,5.70,0.403
-16.5,2.00,-0.917,5.70,0.403
-16.5,2.00,-0.916,5.71,0.403
-16.4,2.00,-0.914,5.71,0.403
-16.4,2.00,-0.911,5.71,0.403
-16.4,2.00,-0.909,5.71,0.403
-16.3,2.00,-0.907,5.71,0.403
-16.3,2.00,-0.907,5.71,0.403
-16.3,2.00,-0.907,5.71,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.72,0.404
-16.3,2.00,-0.907,5.73,0.404
-16.3,2.01,-0.907,5.73,0.405
-16.3,2.01,-0.907,5.73,0.405
-16.3,2.01,-0.907,5.73,0.405
-16.3,2.01,-0.907,5.73,0.405
-16.3,2.01,-0.907,5.73,0.405
-16.3,2.01,-0.907,5.74,0.405
-16.3,2.01,-0.907,5.74,0.405
-16.3,2.01,-0.907,5.74,0.405
-16.3,2.01,-0.907,5.74,0.405
-16.3,2.01,-0.907,5.74,0.405
-16.3,2.01,-0.907,5.74,0.406
-16.3,2.01,-0.907,5.74,0.406
-16.3,2.01,-0.907,5.74,0.406
-16.3,2.01,-0.907,5.75,0.406
-16.3,2.01,-0.907,5.75,0.406
-16.3,2.01,-0.907,5.75,0.406
-16.3,2.01,-0.907,5.75,0.406
-16.3,2.01,-0.907,5.75,0.406
-16.3,2.01,-0.907,5.75,0.406
-16.4,2.01,-0.910,5.76,0.406
-16.4,2.02,-0.914,5.76,0.406
-16.5,2.02,-0.917,5.76,0.407
-16.5,2.02,-0.917,5.76,0.407
-16.5,2.02,-0.917,5.76,0.407
-16.5,2.02,-0.917,5.76,0.407
-16.5,2.02,-0.917,5.76,0.407
-16.5,2.02,-0.917,5.77,0.407
-16.5,2.02,-0.917,5.77,0.407
-16.5,2.02,-0.917,5.77,0.407
-16.5,2.02,-0.917,5.77,0.407
-16.5,2.02,-0.917,5.77,0.407
-16.5,2.02,-0.917,5.77,0.408
-16.5,2.02,-0.917,5.77,0.408
-16.5,2.02,-0.917,5.78,0.408
-16.5,2.02,-0.917,5.78,0.408
-16.4,2.02,-0.913,5.78,0.408
-16.4,2.02,-0.910,5.78,0.408
-16.3,2.02,-0.907,5.78,0.408
-16.3,2.02,-0.907,5.78,0.408
-16.3,2.02,-0.907,5.78,0.408
-16.3,2.02,-0.907,5.78,0.408
-16.3,2.03,-0.907,5.79,0.409
-16.3,2.03,-0.907,5.79,0.409
-16.3,2.03,-0.907,5.79,0.409
-16.3,2.03,-0.907,5.79,0.409
-16.3,2.03,-0.907,5.79,0.409
-16.3,2.03,-0.907,5.79,0.409
-16.3,2.03,-0.907,5.80,0.409
-16.3,2.03,-0.907,5.80,0.409
-16.3,2.03,-0.907,5.80,0.409
-16.3,2.03,-0.907,5.80,0.409
-16.3,2.03,-0.907,5.80,0.410
-16.3,2.03,-0.907,5.80,0.410
-16.3,2.03,-0.907,5.80,0.410
-16.3,2.03,-0.907,5.80,0.410
-16.3,2.03,-0.907,5.81,0.410
-16.3,2.03,-0.907,5.81,0.410
-16.3,2.03,-0.907,5.81,0.410
-16.3,2.03,-0.907,5.81,0.410
-16.3,2.03,-0.907,5.81,0.410
-16.3,2.03,-0.907,5.81,0.410
-16.3,2.04,-0.907,5.81,0.411
-16.3,2.04,-0.907,5.82,0.411
-16.3,2.04,-0.907,5.82,0.411
-16.3,2.04,-0.907,5.82,0.411
-16.3,2.04,-0.907,5.82,0.411
-16.3,2.04,-0.907,5.82,0.411
-16.3,2.04,-0.907,5.82,0.411
-16.3,2.04,-0.907,5.83,0.411
-16.3,2.04,-0.907,5.83,0.411
-16.3,2.04,-0.907,5.83,0.411
-16.3,2.04,-0.907,5.83,0.412
-16.3,2.04,-0.907,5.83,0.412
-16.3,2.04,-0.907,5.83,0.412
-16.3,2.04,-0.907,5.83,0.412
-16.3,2.04,-0.907,5.83,0.412
-16.3,2.04,-0.907,5.84,0.412
-16.3,2.04,-0.907,5.84,0.412
-16.3,2.04,-0.907,5.84,0.412
-16.3,2.04,-0.907,5.84,0.412
-16.3,2.04,-0.907,5.84,0.412
-16.3,2.04,-0.907,5.84,0.412
-16.3,2.05,-0.907,5.84,0.413
-16.3,2.05,-0.907,5.84,0.413
-16.3,2.05,-0.907,5.85,0.413
-16.3,2.05,-0.907,5.85,0.413
-16.3,2.05,-0.907,5.85,0.413
-16.3,2.05,-0.907,5.85,0.413
-16.3,2.05,-0.907,5.85,0.413
-16.3,2.05,-0.907,5.85,0.413
-16.3,2.05,-0.907,5.86,0.413
-16.3,2.05,-0.907,5.86,0.413
-16.3,2.05,-0.907,5.86,0.414
-16.3,2.05,-0.907,5.86,0.414
-16.3,2.05,-0.907,5.86,0.414
-16.3,2.05,-0.907,5.86,0.414
-16.3,2.05,-0.907,5.86,0.414
-16.3,2.05,-0.907,5.87,0.414
-16.3,2.05,-0.907,5.87,0.414
-16.3,2.05,-0.907,5.87,0.414
-16.3,2.05,-0.907,5.87,0.414
-16.3,2.05,-0.907,5.87,0.414
-16.3,2.06,-0.907,5.87,0.415
-16.3,2.06,-0.907,5.87,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.88,0.415
-16.3,2.06,-0.907,5.89,0.416
-16.3,2.06,-0.907,5.89,0.416
-16.3,2.06,-0.907,5.89,0.416
-16.3,2.06,-0.907,5.89,0.416
-16.3,2.06,-0.907,5.89,0.416
-16.3,2.06,-0.907,5.89,0.416
-16.3,2.06,-0.907,5.90,0.416
-16.3,2.06,-0.907,5.90,0.416
-16.3,2.06,-0.907,5.90,0.416
-16.3,2.06,-0.907,5.90,0.416
-16.3,2.07,-0.907,5.90,0.417
