Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
55.2,36.1,0.876,103,18.0
55.6,36.1,0.883,103,18.0
56.2,36.1,0.892,103,18.1
56.7,36.1,0.899,103,18.1
57.2,36.2,0.907,103,18.1
57.7,36.2,0.915,103,18.1
58.2,36.2,0.923,103,18.1
58.7,36.2,0.931,103,18.1
59.2,36.2,0.939,104,18.1
59.8,36.3,0.950,104,18.1
60.3,36.3,0.958,104,18.1
61.0,36.3,0.968,104,18.2
61.5,36.3,0.976,104,18.2
62.0,36.3,0.984,104,18.2
62.5,36.4,0.992,104,18.2
63.0,36.4,1.00,104,18.2
63.5,36.4,1.01,104,18.2
64.2,36.4,1.02,104,18.2
64.7,36.4,1.03,104,18.2
65.3,36.5,1.04,104,18.2
65.9,36.5,1.05,104,18.2
66.5,36.5,1.06,104,18.3
67.0,36.5,1.06,104,18.3
67.7,36.6,1.07,104,18.3
68.3,36.6,1.08,104,18.3
69.0,36.6,1.10,105,18.3
69.7,36.6,1.11,105,18.3
70.3,36.6,1.12,105,18.3
70.9,36.7,1.12,105,18.3
71.5,36.7,1.13,105,18.3
72.0,36.7,1.14,105,18.4
72.7,36.7,1.15,105,18.4
73.3,36.7,1.16,105,18.4
73.8,36.8,1.17,105,18.4
74.5,36.8,1.18,105,18.4
75.2,36.8,1.19,105,18.4
75.8,36.8,1.20,105,18.4
76.5,36.8,1.21,105,18.4
77.2,36.9,1.22,105,18.4
78.0,36.9,1.24,105,18.4
78.8,36.9,1.25,105,18.5
79.7,36.9,1.26,106,18.5
80.3,37.0,1.28,106,18.5
81.2,37.0,1.29,106,18.5
81.8,37.0,1.30,106,18.5
82.7,37.0,1.31,106,18.5
83.7,37.0,1.33,106,18.5
84.3,37.1,1.34,106,18.5
85.2,37.1,1.35,106,18.5
85.8,37.1,1.36,106,18.6
86.7,37.1,1.38,106,18.6
87.3,37.1,1.39,106,18.6
88.2,37.2,1.40,106,18.6
89.0,37.2,1.41,106,18.6
89.7,37.2,1.42,106,18.6
90.5,37.2,1.44,106,18.6
91.2,37.2,1.45,106,18.6
91.8,37.3,1.46,106,18.6
92.5,37.3,1.47,107,18.6
93.3,37.3,1.48,107,18.7
93.9,37.3,1.49,107,18.7
94.7,37.3,1.50,107,18.7
95.3,37.4,1.51,107,18.7
96.0,37.4,1.52,107,18.7
96.7,37.4,1.53,107,18.7
97.3,37.4,1.54,107,18.7
97.9,37.5,1.55,107,18.7
98.5,37.5,1.56,107,18.7
99.2,37.5,1.57,107,18.8
99.7,37.5,1.58,107,18.8
100,37.5,1.59,107,18.8
101,37.6,1.60,107,18.8
101,37.6,1.61,107,18.8
102,37.6,1.62,107,18.8
102,37.6,1.62,107,18.8
103,37.6,1.63,108,18.8
103,37.7,1.64,108,18.8
104,37.7,1.65,108,18.8
104,37.7,1.65,108,18.9
105,37.7,1.66,108,18.9
105,37.7,1.67,108,18.9
106,37.8,1.67,108,18.9
106,37.8,1.68,108,18.9
106,37.8,1.69,108,18.9
107,37.8,1.70,108,18.9
107,37.9,1.70,108,18.9
108,37.9,1.71,108,18.9
108,37.9,1.71,108,19.0
108,37.9,1.72,108,19.0
109,37.9,1.72,108,19.0
109,38.0,1.73,108,19.0
110,38.0,1.74,109,19.0
110,38.0,1.75,109,19.0
110,38.0,1.75,109,19.0
111,38.0,1.76,109,19.0
111,38.1,1.76,109,19.0
112,38.1,1.78,109,19.0
112,38.1,1.78,109,19.1
112,38.1,1.78,109,19.1
113,38.1,1.79,109,19.1
113,38.2,1.79,109,19.1
113,38.2,1.80,109,19.1
114,38.2,1.81,109,19.1
114,38.2,1.81,109,19.1
115,38.3,1.82,109,19.1
115,38.3,1.82,109,19.1
115,38.3,1.83,109,19.2
115,38.3,1.83,109,19.2
116,38.3,1.83,110,19.2
116,38.4,1.84,110,19.2
116,38.4,1.84,110,19.2
116,38.4,1.85,110,19.2
117,38.4,1.85,110,19.2
117,38.4,1.85,110,19.2
117,38.5,1.86,110,19.2
117,38.5,1.86,110,19.2
118,38.5,1.87,110,19.3
118,38.5,1.87,110,19.3
118,38.5,1.88,110,19.3
118,38.6,1.88,110,19.3
119,38.6,1.88,110,19.3
119,38.6,1.89,110,19.3
119,38.6,1.89,110,19.3
120,38.7,1.90,110,19.3
120,38.7,1.90,110,19.3
120,38.7,1.91,111,19.4
121,38.7,1.91,111,19.4
121,38.7,1.92,111,19.4
121,38.8,1.93,111,19.4
122,38.8,1.93,111,19.4
122,38.8,1.94,111,19.4
122,38.8,1.94,111,19.4
123,38.8,1.95,111,19.4
123,38.9,1.95,111,19.4
123,38.9,1.96,111,19.4
124,38.9,1.96,111,19.5
124,38.9,1.96,111,19.5
124,38.9,1.97,111,19.5
124,39.0,1.97,111,19.5
124,39.0,1.97,111,19.5
125,39.0,1.98,111,19.5
125,39.0,1.98,112,19.5
125,39.0,1.98,112,19.5
125,39.1,1.98,112,19.5
125,39.1,1.98,112,19.5
125,39.1,1.98,112,19.6
125,39.1,1.99,112,19.6
125,39.2,1.99,112,19.6
125,39.2,1.99,112,19.6
125,39.2,1.99,112,19.6
125,39.2,1.99,112,19.6
125,39.2,1.99,112,19.6
126,39.3,1.99,112,19.6
126,39.3,1.99,112,19.6
126,39.3,1.99,112,19.7
126,39.3,1.99,112,19.7
125,39.3,1.99,112,19.7
125,39.4,1.99,112,19.7
125,39.4,1.99,113,19.7
125,39.4,1.99,113,19.7
125,39.4,1.99,113,19.7
125,39.4,1.99,113,19.7
125,39.5,1.98,113,19.7
125,39.5,1.98,113,19.7
125,39.5,1.98,113,19.8
125,39.5,1.98,113,19.8
125,39.6,1.98,113,19.8
124,39.6,1.97,113,19.8
124,39.6,1.97,113,19.8
124,39.6,1.97,113,19.8
124,39.6,1.97,113,19.8
124,39.7,1.96,113,19.8
123,39.7,1.96,113,19.8
123,39.7,1.96,113,19.9
123,39.7,1.95,113,19.9
123,39.7,1.95,114,19.9
123,39.8,1.94,114,19.9
122,39.8,1.94,114,19.9
122,39.8,1.94,114,19.9
122,39.8,1.93,114,19.9
122,39.8,1.93,114,19.9
121,39.9,1.92,114,19.9
121,39.9,1.92,114,19.9
121,39.9,1.92,114,20.0
120,39.9,1.91,114,20.0
120,40.0,1.90,114,20.0
120,40.0,1.90,114,20.0
120,40.0,1.90,114,20.0
119,40.0,1.89,114,20.0
119,40.0,1.89,114,20.0
119,40.1,1.88,114,20.0
118,40.1,1.88,115,20.0
118,40.1,1.87,115,20.1
118,40.1,1.87,115,20.1
117,40.1,1.86,115,20.1
117,40.2,1.85,115,20.1
116,40.2,1.85,115,20.1
116,40.2,1.84,115,20.1
116,40.2,1.83,115,20.1
115,40.2,1.83,115,20.1
115,40.3,1.82,115,20.1
114,40.3,1.81,115,20.1
114,40.3,1.80,115,20.2
113,40.3,1.80,115,20.2
113,40.4,1.79,115,20.2
113,40.4,1.79,115,20.2
112,40.4,1.78,115,20.2
112,40.4,1.78,115,20.2
111,40.4,1.77,116,20.2
111,40.5,1.76,116,20.2
111,40.5,1.76,116,20.2
110,40.5,1.75,116,20.3
110,40.5,1.74,116,20.3
109,40.5,1.74,116,20.3
109,40.6,1.73,116,20.3
108,40.6,1.72,116,20.3
108,40.6,1.71,116,20.3
108,40.6,1.71,116,20.3
107,40.6,1.70,116,20.3
107,40.7,1.69,116,20.3
106,40.7,1.68,116,20.3
106,40.7,1.68,116,20.4
105,40.7,1.67,116,20.4
105,40.7,1.66,116,20.4
104,40.8,1.66,116,20.4
104,40.8,1.65,117,20.4
104,40.8,1.65,117,20.4
103,40.8,1.64,117,20.4
103,40.9,1.63,117,20.4
102,40.9,1.62,117,20.4
102,40.9,1.61,117,20.5
101,40.9,1.60,117,20.5
101,40.9,1.60,117,20.5
100,41.0,1.59,117,20.5
99.3,41.0,1.58,117,20.5
98.7,41.0,1.57,117,20.5
98.1,41.0,1.56,117,20.5
97.5,41.0,1.55,117,20.5
96.9,41.1,1.54,117,20.5
96.3,41.1,1.53,117,20.5
95.7,41.1,1.52,117,20.6
95.2,41.1,1.51,118,20.6
94.7,41.1,1.50,118,20.6
94.0,41.2,1.49,118,20.6
93.5,41.2,1.48,118,20.6
93.0,41.2,1.48,118,20.6
92.3,41.2,1.47,118,20.6
91.8,41.3,1.46,118,20.6
91.2,41.3,1.45,118,20.6
90.7,41.3,1.44,118,20.7
90.0,41.3,1.43,118,20.7
89.5,41.3,1.42,118,20.7
89.0,41.4,1.41,118,20.7
88.2,41.4,1.40,118,20.7
87.7,41.4,1.39,118,20.7
87.0,41.4,1.38,118,20.7
86.5,41.4,1.37,118,20.7
85.7,41.5,1.36,118,20.7
85.2,41.5,1.35,119,20.7
84.5,41.5,1.34,119,20.8
83.8,41.5,1.33,119,20.8
83.3,41.5,1.32,119,20.8
82.7,41.6,1.31,119,20.8
82.0,41.6,1.30,119,20.8
81.3,41.6,1.29,119,20.8
80.7,41.6,1.28,119,20.8
79.8,41.7,1.27,119,20.8
79.2,41.7,1.26,119,20.8
78.3,41.7,1.24,119,20.9
77.7,41.7,1.23,119,20.9
76.8,41.7,1.22,119,20.9
76.2,41.8,1.21,119,20.9
75.5,41.8,1.20,119,20.9
74.8,41.8,1.19,119,20.9
74.0,41.8,1.17,119,20.9
73.5,41.8,1.17,120,20.9
72.7,41.9,1.15,120,20.9
72.0,41.9,1.14,120,20.9
71.3,41.9,1.13,120,21.0
70.7,41.9,1.12,120,21.0
70.2,41.9,1.11,120,21.0
69.5,42.0,1.10,120,21.0
69.0,42.0,1.10,120,21.0
68.5,42.0,1.09,120,21.0
68.2,42.0,1.08,120,21.0
67.7,42.0,1.07,120,21.0
67.2,42.1,1.07,120,21.0
66.8,42.1,1.06,120,21.1
66.2,42.1,1.05,120,21.1
65.8,42.1,1.04,120,21.1
65.3,42.2,1.04,120,21.1
64.8,42.2,1.03,121,21.1
64.3,42.2,1.02,121,21.1
64.0,42.2,1.02,121,21.1
63.5,42.2,1.01,121,21.1
63.2,42.3,1.00,121,21.1
62.7,42.3,0.995,121,21.1
62.3,42.3,0.989,121,21.2
61.8,42.3,0.981,121,21.2
61.3,42.3,0.974,121,21.2
61.0,42.4,0.968,121,21.2
60.7,42.4,0.963,121,21.2
60.3,42.4,0.958,121,21.2
60.0,42.4,0.952,121,21.2
59.5,42.4,0.944,121,21.2
59.2,42.5,0.939,121,21.2
58.8,42.5,0.934,121,21.2
58.5,42.5,0.929,121,21.3
58.2,42.5,0.923,122,21.3
57.8,42.6,0.918,122,21.3
57.5,42.6,0.913,122,21.3
57.2,42.6,0.907,122,21.3
56.8,42.6,0.902,122,21.3
56.5,42.6,0.897,122,21.3
56.1,42.7,0.891,122,21.3
55.7,42.7,0.885,122,21.3
55.5,42.7,0.881,122,21.4
55.2,42.7,0.876,122,21.4
54.8,42.7,0.870,122,21.4
54.5,42.8,0.865,122,21.4
54.2,42.8,0.860,122,21.4
53.8,42.8,0.854,122,21.4
53.5,42.8,0.849,122,21.4
53.2,42.8,0.844,122,21.4
53.0,42.9,0.841,122,21.4
52.8,42.9,0.839,123,21.4
52.5,42.9,0.833,123,21.5
52.3,42.9,0.831,123,21.5
52.2,43.0,0.828,123,21.5
52.0,43.0,0.825,123,21.5
51.8,43.0,0.823,123,21.5
51.7,43.0,0.820,123,21.5
51.3,43.0,0.815,123,21.5
51.2,43.1,0.812,123,21.5
50.8,43.1,0.807,123,21.5
50.7,43.1,0.804,123,21.6
50.5,43.1,0.802,123,21.6
50.3,43.1,0.799,123,21.6
50.2,43.2,0.796,123,21.6
50.0,43.2,0.794,123,21.6
49.8,43.2,0.790,123,21.6
49.5,43.2,0.786,123,21.6
49.3,43.2,0.783,124,21.6
49.0,43.3,0.778,124,21.6
48.8,43.3,0.774,124,21.6
48.5,43.3,0.770,124,21.7
48.2,43.3,0.765,124,21.7
48.0,43.4,0.762,124,21.7
47.7,43.4,0.757,124,21.7
47.5,43.4,0.754,124,21.7
47.2,43.4,0.749,124,21.7
46.8,43.4,0.743,124,21.7
46.5,43.5,0.738,124,21.7
46.2,43.5,0.733,124,21.7
45.8,43.5,0.728,124,21.8
45.5,43.5,0.722,124,21.8
45.0,43.5,0.714,124,21.8
44.8,43.6,0.712,124,21.8
44.5,43.6,0.706,125,21.8
44.2,43.6,0.701,125,21.8
43.8,43.6,0.696,125,21.8
43.5,43.6,0.690,125,21.8
43.1,43.7,0.684,125,21.8
42.8,43.7,0.679,125,21.8
42.7,43.7,0.677,125,21.9
42.5,43.7,0.674,125,21.9
42.2,43.7,0.669,125,21.9
42.0,43.8,0.667,125,21.9
41.7,43.8,0.661,125,21.9
41.5,43.8,0.659,125,21.9
41.3,43.8,0.656,125,21.9
41.0,43.9,0.651,125,21.9
40.7,43.9,0.646,125,21.9
40.3,43.9,0.640,125,22.0
40.2,43.9,0.638,125,22.0
40.0,43.9,0.635,126,22.0
39.7,44.0,0.630,126,22.0
39.5,44.0,0.627,126,22.0
39.3,44.0,0.624,126,22.0
39.0,44.0,0.619,126,22.0
38.8,44.0,0.616,126,22.0
38.7,44.1,0.614,126,22.0
38.3,44.1,0.608,126,22.0
38.3,44.1,0.608,126,22.1
38.0,44.1,0.603,126,22.1
37.7,44.1,0.598,126,22.1
37.5,44.2,0.595,126,22.1
37.3,44.2,0.593,126,22.1
37.0,44.2,0.587,126,22.1
36.8,44.2,0.585,126,22.1
36.7,44.3,0.582,126,22.1
36.5,44.3,0.579,126,22.1
36.3,44.3,0.577,127,22.2
36.2,44.3,0.574,127,22.2
36.0,44.3,0.571,127,22.2
35.8,44.4,0.569,127,22.2
35.5,44.4,0.563,127,22.2
35.5,44.4,0.563,127,22.2
35.2,44.4,0.558,127,22.2
35.0,44.4,0.556,127,22.2
34.8,44.5,0.553,127,22.2
34.8,44.5,0.553,127,22.2
34.7,44.5,0.550,127,22.3
34.5,44.5,0.548,127,22.3
34.3,44.5,0.545,127,22.3
34.2,44.6,0.542,127,22.3
34.2,44.6,0.542,127,22.3
34.0,44.6,0.540,127,22.3
33.8,44.6,0.537,128,22.3
33.7,44.7,0.534,128,22.3
33.5,44.7,0.532,128,22.3
33.5,44.7,0.532,128,22.4
33.3,44.7,0.529,128,22.4
33.3,44.7,0.529,128,22.4
33.2,44.8,0.526,128,22.4
33.0,44.8,0.524,128,22.4
33.0,44.8,0.524,128,22.4
33.0,44.8,0.524,128,22.4
32.8,44.8,0.521,128,22.4
32.7,44.9,0.519,128,22.4
32.7,44.9,0.519,128,22.4
32.5,44.9,0.516,128,22.5
32.3,44.9,0.513,128,22.5
32.3,44.9,0.513,128,22.5
32.2,45.0,0.511,128,22.5
32.1,45.0,0.509,129,22.5
31.8,45.0,0.505,129,22.5
31.8,45.0,0.505,129,22.5
31.7,45.1,0.503,129,22.5
31.5,45.1,0.500,129,22.5
31.3,45.1,0.497,129,22.6
31.3,45.1,0.497,129,22.6
31.2,45.1,0.495,129,22.6
31.2,45.2,0.495,129,22.6
31.0,45.2,0.492,129,22.6
30.8,45.2,0.489,129,22.6
30.8,45.2,0.489,129,22.6
30.7,45.2,0.487,129,22.6
30.7,45.3,0.487,129,22.6
30.5,45.3,0.484,129,22.6
30.3,45.3,0.481,129,22.7
30.3,45.3,0.481,129,22.7
30.2,45.3,0.479,130,22.7
30.0,45.4,0.476,130,22.7
29.8,45.4,0.474,130,22.7
29.7,45.4,0.471,130,22.7
29.7,45.4,0.471,130,22.7
29.5,45.4,0.468,130,22.7
29.3,45.5,0.466,130,22.7
29.3,45.5,0.466,130,22.7
29.2,45.5,0.463,130,22.8
29.2,45.5,0.463,130,22.8
29.2,45.6,0.463,130,22.8
29.0,45.6,0.460,130,22.8
28.8,45.6,0.458,130,22.8
28.8,45.6,0.458,130,22.8
28.8,45.6,0.458,130,22.8
28.7,45.7,0.455,130,22.8
28.7,45.7,0.455,131,22.8
28.5,45.7,0.452,131,22.9
28.4,45.7,0.450,131,22.9
28.3,45.7,0.450,131,22.9
28.3,45.8,0.450,131,22.9
28.2,45.8,0.447,131,22.9
28.0,45.8,0.444,131,22.9
28.0,45.8,0.444,131,22.9
27.8,45.8,0.442,131,22.9
27.8,45.9,0.441,131,22.9
27.7,45.9,0.439,131,22.9
27.7,45.9,0.439,131,23.0
27.5,45.9,0.437,131,23.0
27.5,46.0,0.437,131,23.0
27.5,46.0,0.436,131,23.0
27.3,46.0,0.434,131,23.0
27.3,46.0,0.434,131,23.0
27.2,46.0,0.431,132,23.0
27.2,46.1,0.431,132,23.0
27.0,46.1,0.429,132,23.0
27.0,46.1,0.429,132,23.1
26.9,46.1,0.427,132,23.1
26.8,46.1,0.426,132,23.1
26.8,46.2,0.426,132,23.1
26.8,46.2,0.426,132,23.1
26.8,46.2,0.426,132,23.1
26.5,46.2,0.421,132,23.1
26.5,46.2,0.421,132,23.1
26.5,46.3,0.421,132,23.1
26.5,46.3,0.421,132,23.1
26.3,46.3,0.418,132,23.2
26.3,46.3,0.418,132,23.2
26.3,46.4,0.418,132,23.2
26.2,46.4,0.415,132,23.2
26.2,46.4,0.415,133,23.2
26.2,46.4,0.415,133,23.2
26.1,46.4,0.415,133,23.2
26.0,46.5,0.413,133,23.2
25.8,46.5,0.410,133,23.2
25.8,46.5,0.410,133,23.3
25.8,46.5,0.410,133,23.3
25.7,46.5,0.407,133,23.3
25.7,46.6,0.407,133,23.3
25.7,46.6,0.407,133,23.3
25.5,46.6,0.405,133,23.3
25.3,46.6,0.402,133,23.3
25.3,46.6,0.402,133,23.3
25.2,46.7,0.399,133,23.3
25.2,46.7,0.399,133,23.3
25.0,46.7,0.397,133,23.4
25.0,46.7,0.397,134,23.4
25.0,46.8,0.397,134,23.4
24.8,46.8,0.394,134,23.4
24.7,46.8,0.392,134,23.4
24.7,46.8,0.392,134,23.4
24.8,46.8,0.393,134,23.4
24.5,46.9,0.389,134,23.4
24.3,46.9,0.386,134,23.4
24.3,46.9,0.386,134,23.5
24.2,46.9,0.384,134,23.5
24.2,46.9,0.384,134,23.5
24.2,47.0,0.384,134,23.5
24.2,47.0,0.384,134,23.5
24.0,47.0,0.381,134,23.5
23.8,47.0,0.378,134,23.5
24.0,47.0,0.381,134,23.5
23.8,47.1,0.378,134,23.5
23.8,47.1,0.378,135,23.5
23.7,47.1,0.376,135,23.6
23.8,47.1,0.378,135,23.6
23.7,47.1,0.376,135,23.6
23.5,47.2,0.373,135,23.6
23.5,47.2,0.373,135,23.6
23.5,47.2,0.373,135,23.6
23.3,47.2,0.370,135,23.6
23.3,47.3,0.370,135,23.6
23.3,47.3,0.370,135,23.6
23.3,47.3,0.370,135,23.7
23.2,47.3,0.368,135,23.7
23.2,47.3,0.368,135,23.7
23.0,47.4,0.365,135,23.7
23.0,47.4,0.365,135,23.7
23.0,47.4,0.365,135,23.7
22.9,47.4,0.363,135,23.7
22.8,47.4,0.362,136,23.7
22.8,47.5,0.362,136,23.7
22.7,47.5,0.360,136,23.7
22.7,47.5,0.360,136,23.8
22.7,47.5,0.360,136,23.8
22.7,47.5,0.360,136,23.8
22.7,47.6,0.360,136,23.8
22.5,47.6,0.357,136,23.8
22.5,47.6,0.357,136,23.8
22.5,47.6,0.357,136,23.8
22.5,47.7,0.357,136,23.8
22.3,47.7,0.354,136,23.8
22.3,47.7,0.354,136,23.9
22.2,47.7,0.352,136,23.9
22.2,47.7,0.352,136,23.9
22.2,47.8,0.352,136,23.9
22.2,47.8,0.352,137,23.9
22.2,47.8,0.352,137,23.9
22.0,47.8,0.349,137,23.9
22.0,47.8,0.349,137,23.9
21.8,47.9,0.347,137,23.9
21.8,47.9,0.347,137,23.9
21.8,47.9,0.347,137,24.0
21.8,47.9,0.347,137,24.0
21.7,47.9,0.344,137,24.0
21.7,48.0,0.344,137,24.0
21.7,48.0,0.344,137,24.0
21.7,48.0,0.344,137,24.0
21.5,48.0,0.341,137,24.0
21.5,48.1,0.341,137,24.0
21.5,48.1,0.341,137,24.0
21.5,48.1,0.341,137,24.1
21.5,48.1,0.341,137,24.1
21.3,48.1,0.339,138,24.1
21.3,48.2,0.339,138,24.1
21.3,48.2,0.339,138,24.1
21.3,48.2,0.339,138,24.1
21.3,48.2,0.339,138,24.1
21.3,48.2,0.339,138,24.1
21.3,48.3,0.339,138,24.1
21.3,48.3,0.339,138,24.1
21.3,48.3,0.339,138,24.2
21.3,48.3,0.339,138,24.2
21.3,48.3,0.339,138,24.2
21.3,48.4,0.339,138,24.2
21.3,48.4,0.339,138,24.2
21.3,48.4,0.339,138,24.2
21.3,48.4,0.338,138,24.2
21.3,48.4,0.339,138,24.2
21.2,48.5,0.336,138,24.2
21.3,48.5,0.339,139,24.3
21.3,48.5,0.339,139,24.3
21.3,48.5,0.339,139,24.3
21.3,48.6,0.339,139,24.3
21.3,48.6,0.339,139,24.3
21.3,48.6,0.339,139,24.3
21.3,48.6,0.339,139,24.3
21.3,48.6,0.339,139,24.3
21.3,48.7,0.339,139,24.3
21.5,48.7,0.341,139,24.3
21.5,48.7,0.341,139,24.4
21.5,48.7,0.341,139,24.4
21.5,48.7,0.341,139,24.4
21.5,48.8,0.341,139,24.4
21.5,48.8,0.341,139,24.4
21.7,48.8,0.344,139,24.4
21.7,48.8,0.344,140,24.4
21.7,48.8,0.344,140,24.4
21.8,48.9,0.347,140,24.4
21.8,48.9,0.347,140,24.4
21.8,48.9,0.347,140,24.5
21.8,48.9,0.347,140,24.5
21.8,49.0,0.347,140,24.5
22.0,49.0,0.349,140,24.5
22.0,49.0,0.349,140,24.5
22.0,49.0,0.349,140,24.5
22.0,49.0,0.349,140,24.5
22.2,49.1,0.352,140,24.5
22.2,49.1,0.352,140,24.5
22.2,49.1,0.352,140,24.6
22.3,49.1,0.354,140,24.6
22.3,49.1,0.354,140,24.6
22.3,49.2,0.354,140,24.6
22.3,49.2,0.355,141,24.6
22.4,49.2,0.355,141,24.6
22.5,49.2,0.357,141,24.6
22.5,49.2,0.357,141,24.6
22.5,49.3,0.357,141,24.6
22.7,49.3,0.360,141,24.6
22.8,49.3,0.362,141,24.7
22.8,49.3,0.362,141,24.7
22.8,49.4,0.362,141,24.7
23.0,49.4,0.365,141,24.7
23.0,49.4,0.365,141,24.7
23.0,49.4,0.365,141,24.7
23.2,49.4,0.368,141,24.7
23.3,49.5,0.370,141,24.7
23.3,49.5,0.370,141,24.7
23.3,49.5,0.370,141,24.8
23.7,49.5,0.376,141,24.8
23.7,49.5,0.376,142,24.8
23.8,49.6,0.378,142,24.8
24.0,49.6,0.380,142,24.8
24.0,49.6,0.381,142,24.8
24.1,49.6,0.382,142,24.8
24.2,49.6,0.384,142,24.8
24.3,49.7,0.386,142,24.8
24.5,49.7,0.389,142,24.8
24.6,49.7,0.391,142,24.9
24.7,49.7,0.392,142,24.9
24.8,49.8,0.394,142,24.9
25.0,49.8,0.397,142,24.9
25.0,49.8,0.398,142,24.9
25.2,49.8,0.399,142,24.9
25.3,49.8,0.402,142,24.9
25.5,49.9,0.405,142,24.9
25.5,49.9,0.405,143,24.9
25.8,49.9,0.410,143,25.0
25.8,49.9,0.410,143,25.0
26.0,49.9,0.413,143,25.0
26.2,50.0,0.415,143,25.0
26.3,50.0,0.418,143,25.0
26.5,50.0,0.421,143,25.0
26.7,50.0,0.423,143,25.0
26.8,50.0,0.426,143,25.0
26.8,50.1,0.426,143,25.0
27.0,50.1,0.429,143,25.0
27.2,50.1,0.431,143,25.1
27.2,50.1,0.431,143,25.1
27.5,50.1,0.437,143,25.1
27.7,50.2,0.439,143,25.1
27.8,50.2,0.442,143,25.1
28.0,50.2,0.444,143,25.1
28.3,50.2,0.450,144,25.1
28.5,50.3,0.452,144,25.1
28.7,50.3,0.455,144,25.1
28.7,50.3,0.455,144,25.2
29.0,50.3,0.460,144,25.2
29.2,50.3,0.463,144,25.2
29.3,50.4,0.466,144,25.2
29.5,50.4,0.469,144,25.2
29.8,50.4,0.474,144,25.2
30.0,50.4,0.476,144,25.2
30.2,50.4,0.479,144,25.2
30.5,50.5,0.484,144,25.2
30.7,50.5,0.487,144,25.2
30.8,50.5,0.489,144,25.3
31.0,50.5,0.492,144,25.3
31.3,50.5,0.497,144,25.3
31.5,50.6,0.500,144,25.3
31.7,50.6,0.503,145,25.3
32.0,50.6,0.508,145,25.3
32.2,50.6,0.511,145,25.3
32.3,50.7,0.513,145,25.3
32.7,50.7,0.519,145,25.3
33.0,50.7,0.524,145,25.4
33.3,50.7,0.529,145,25.4
33.5,50.7,0.532,145,25.4
33.8,50.8,0.537,145,25.4
34.0,50.8,0.540,145,25.4
34.3,50.8,0.545,145,25.4
34.5,50.8,0.548,145,25.4
35.0,50.8,0.556,145,25.4
35.2,50.9,0.558,145,25.4
35.5,50.9,0.563,145,25.4
35.8,50.9,0.569,145,25.5
36.0,50.9,0.571,146,25.5
36.3,50.9,0.577,146,25.5
36.7,51.0,0.582,146,25.5
36.8,51.0,0.585,146,25.5
37.0,51.0,0.587,146,25.5
37.5,51.0,0.595,146,25.5
37.7,51.1,0.598,146,25.5
38.0,51.1,0.603,146,25.5
38.3,51.1,0.608,146,25.6
38.5,51.1,0.611,146,25.6
38.8,51.1,0.616,146,25.6
39.2,51.2,0.622,146,25.6
39.3,51.2,0.624,146,25.6
39.8,51.2,0.632,146,25.6
40.2,51.2,0.638,146,25.6
40.5,51.2,0.643,146,25.6
41.0,51.3,0.651,146,25.6
41.2,51.3,0.654,147,25.6
41.7,51.3,0.661,147,25.7
42.0,51.3,0.667,147,25.7
42.3,51.3,0.672,147,25.7
42.7,51.4,0.677,147,25.7
43.2,51.4,0.685,147,25.7
43.7,51.4,0.693,147,25.7
44.2,51.4,0.701,147,25.7
44.5,51.5,0.706,147,25.7
45.0,51.5,0.714,147,25.7
45.5,51.5,0.722,147,25.8
46.0,51.5,0.730,147,25.8
46.5,51.5,0.738,147,25.8
46.8,51.6,0.743,147,25.8
47.3,51.6,0.751,147,25.8
47.8,51.6,0.759,147,25.8
48.2,51.6,0.765,147,25.8
48.7,51.6,0.772,148,25.8
49.0,51.7,0.778,148,25.8
49.5,51.7,0.786,148,25.8
49.9,51.7,0.792,148,25.9
50.3,51.7,0.799,148,25.9
50.8,51.7,0.807,148,25.9
51.3,51.8,0.815,148,25.9
51.8,51.8,0.823,148,25.9
52.2,51.8,0.828,148,25.9
52.7,51.8,0.836,148,25.9
53.2,51.8,0.844,148,25.9
53.7,51.9,0.852,148,25.9
54.0,51.9,0.857,148,25.9
54.5,51.9,0.865,148,26.0
55.0,51.9,0.873,148,26.0
55.3,52.0,0.878,148,26.0
56.0,52.0,0.889,148,26.0
56.4,52.0,0.895,149,26.0
57.0,52.0,0.905,149,26.0
57.5,52.0,0.913,149,26.0
57.8,52.1,0.918,149,26.0
58.3,52.1,0.926,149,26.0
58.7,52.1,0.932,149,26.1
59.2,52.1,0.939,149,26.1
59.7,52.1,0.947,149,26.1
60.0,52.2,0.953,149,26.1
60.5,52.2,0.960,149,26.1
61.0,52.2,0.968,149,26.1
61.5,52.2,0.976,149,26.1
62.2,52.2,0.987,149,26.1
62.5,52.3,0.992,149,26.1
63.0,52.3,1.00,149,26.1
63.5,52.3,1.01,149,26.2
64.0,52.3,1.02,150,26.2
64.5,52.4,1.02,150,26.2
64.8,52.4,1.03,150,26.2
65.3,52.4,1.04,150,26.2
65.8,52.4,1.04,150,26.2
66.3,52.4,1.05,150,26.2
66.8,52.5,1.06,150,26.2
67.2,52.5,1.07,150,26.2
67.7,52.5,1.07,150,26.3
68.2,52.5,1.08,150,26.3
68.8,52.5,1.09,150,26.3
69.3,52.6,1.10,150,26.3
69.8,52.6,1.11,150,26.3
70.3,52.6,1.12,150,26.3
70.8,52.6,1.12,150,26.3
71.3,52.6,1.13,150,26.3
71.7,52.7,1.14,150,26.3
72.3,52.7,1.15,151,26.3
72.9,52.7,1.16,151,26.4
