Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
275,2.20,14.1,6.30,1.11
276,2.20,14.1,6.30,1.11
276,2.21,14.1,6.30,1.11
276,2.21,14.1,6.30,1.11
276,2.21,14.1,6.31,1.11
276,2.21,14.1,6.31,1.11
276,2.21,14.1,6.31,1.11
276,2.21,14.1,6.31,1.11
276,2.21,14.1,6.31,1.11
276,2.21,14.1,6.31,1.11
276,2.21,14.1,6.32,1.11
276,2.21,14.1,6.32,1.11
276,2.21,14.1,6.32,1.11
276,2.21,14.1,6.32,1.11
276,2.21,14.1,6.33,1.11
276,2.22,14.1,6.33,1.11
276,2.22,14.1,6.33,1.11
276,2.22,14.1,6.33,1.11
276,2.22,14.1,6.33,1.11
276,2.22,14.1,6.34,1.11
276,2.22,14.1,6.34,1.11
276,2.22,14.1,6.34,1.11
276,2.22,14.1,6.34,1.11
275,2.22,14.1,6.34,1.11
275,2.22,14.1,6.35,1.11
275,2.22,14.1,6.35,1.12
276,2.22,14.1,6.35,1.12
276,2.22,14.1,6.35,1.12
275,2.22,14.1,6.36,1.12
275,2.23,14.1,6.36,1.12
275,2.23,14.1,6.36,1.12
276,2.23,14.1,6.36,1.12
276,2.23,14.1,6.36,1.12
275,2.23,14.1,6.37,1.12
275,2.23,14.1,6.37,1.12
275,2.23,14.1,6.37,1.12
275,2.23,14.1,6.37,1.12
275,2.23,14.1,6.37,1.12
276,2.23,14.1,6.38,1.12
276,2.23,14.1,6.38,1.12
276,2.23,14.1,6.38,1.12
276,2.23,14.1,6.38,1.12
276,2.23,14.1,6.39,1.12
276,2.24,14.1,6.39,1.12
276,2.24,14.1,6.39,1.12
276,2.24,14.1,6.39,1.12
276,2.24,14.1,6.39,1.12
276,2.24,14.1,6.39,1.12
276,2.24,14.1,6.40,1.12
276,2.24,14.1,6.40,1.12
276,2.24,14.1,6.40,1.12
276,2.24,14.1,6.40,1.12
276,2.24,14.1,6.41,1.12
276,2.24,14.1,6.41,1.13
276,2.24,14.1,6.41,1.13
276,2.24,14.1,6.41,1.13
276,2.25,14.1,6.41,1.13
276,2.25,14.2,6.42,1.13
276,2.25,14.2,6.42,1.13
276,2.25,14.2,6.42,1.13
276,2.25,14.2,6.42,1.13
276,2.25,14.2,6.42,1.13
276,2.25,14.2,6.42,1.13
276,2.25,14.2,6.43,1.13
276,2.25,14.2,6.43,1.13
276,2.25,14.2,6.43,1.13
276,2.25,14.2,6.43,1.13
276,2.25,14.2,6.44,1.13
276,2.25,14.2,6.44,1.13
276,2.25,14.2,6.44,1.13
276,2.25,14.2,6.44,1.13
276,2.26,14.2,6.44,1.13
276,2.26,14.2,6.45,1.13
276,2.26,14.1,6.45,1.13
276,2.26,14.1,6.45,1.13
276,2.26,14.1,6.45,1.13
276,2.26,14.1,6.46,1.13
276,2.26,14.1,6.46,1.13
276,2.26,14.1,6.46,1.13
276,2.26,14.1,6.46,1.13
276,2.26,14.1,6.46,1.14
276,2.26,14.1,6.47,1.14
276,2.26,14.1,6.47,1.14
276,2.26,14.1,6.47,1.14
276,2.27,14.1,6.47,1.14
275,2.27,14.1,6.47,1.14
275,2.27,14.1,6.47,1.14
275,2.27,14.1,6.48,1.14
275,2.27,14.1,6.48,1.14
275,2.27,14.1,6.48,1.14
275,2.27,14.1,6.48,1.14
275,2.27,14.1,6.49,1.14
275,2.27,14.1,6.49,1.14
275,2.27,14.1,6.49,1.14
275,2.27,14.1,6.49,1.14
275,2.27,14.1,6.49,1.14
275,2.27,14.1,6.49,1.14
274,2.27,14.1,6.50,1.14
274,2.27,14.1,6.50,1.14
274,2.28,14.1,6.50,1.14
274,2.28,14.1,6.50,1.14
274,2.28,14.1,6.51,1.14
274,2.28,14.0,6.51,1.14
274,2.28,14.0,6.51,1.14
274,2.28,14.0,6.51,1.14
273,2.28,14.0,6.51,1.14
273,2.28,14.0,6.52,1.14
273,2.28,14.0,6.52,1.14
273,2.28,14.0,6.52,1.15
273,2.28,14.0,6.52,1.15
273,2.28,14.0,6.53,1.15
273,2.29,14.0,6.53,1.15
272,2.29,14.0,6.53,1.15
272,2.29,14.0,6.53,1.15
272,2.29,14.0,6.53,1.15
272,2.29,13.9,6.54,1.15
272,2.29,13.9,6.54,1.15
272,2.29,13.9,6.54,1.15
272,2.29,13.9,6.54,1.15
271,2.29,13.9,6.54,1.15
271,2.29,13.9,6.55,1.15
271,2.29,13.9,6.55,1.15
271,2.29,13.9,6.55,1.15
271,2.29,13.9,6.55,1.15
271,2.29,13.9,6.55,1.15
271,2.29,13.9,6.56,1.15
271,2.30,13.9,6.56,1.15
271,2.30,13.9,6.56,1.15
271,2.30,13.9,6.56,1.15
271,2.30,13.9,6.57,1.15
271,2.30,13.9,6.57,1.15
271,2.30,13.9,6.57,1.15
271,2.30,13.9,6.57,1.15
271,2.30,13.9,6.57,1.15
271,2.30,13.9,6.57,1.15
271,2.30,13.9,6.58,1.16
271,2.30,13.9,6.58,1.16
271,2.30,13.9,6.58,1.16
271,2.30,13.9,6.58,1.16
271,2.31,13.9,6.59,1.16
271,2.31,13.9,6.59,1.16
271,2.31,13.9,6.59,1.16
271,2.31,13.9,6.59,1.16
271,2.31,13.9,6.59,1.16
271,2.31,13.9,6.60,1.16
271,2.31,13.9,6.60,1.16
271,2.31,13.9,6.60,1.16
271,2.31,13.9,6.60,1.16
271,2.31,13.9,6.60,1.16
271,2.31,13.9,6.61,1.16
272,2.31,13.9,6.61,1.16
272,2.31,13.9,6.61,1.16
272,2.31,13.9,6.61,1.16
272,2.32,13.9,6.61,1.16
272,2.32,13.9,6.62,1.16
272,2.32,13.9,6.62,1.16
272,2.32,13.9,6.62,1.16
272,2.32,13.9,6.62,1.16
272,2.32,14.0,6.62,1.16
272,2.32,14.0,6.63,1.16
272,2.32,14.0,6.63,1.16
272,2.32,14.0,6.63,1.16
273,2.32,14.0,6.63,1.16
273,2.32,14.0,6.63,1.17
273,2.32,14.0,6.64,1.17
273,2.32,14.0,6.64,1.17
273,2.32,14.0,6.64,1.17
273,2.33,14.0,6.64,1.17
273,2.33,14.0,6.65,1.17
273,2.33,14.0,6.65,1.17
273,2.33,14.0,6.65,1.17
273,2.33,14.0,6.65,1.17
274,2.33,14.0,6.65,1.17
274,2.33,14.0,6.65,1.17
274,2.33,14.0,6.66,1.17
274,2.33,14.0,6.66,1.17
274,2.33,14.0,6.66,1.17
274,2.33,14.1,6.66,1.17
274,2.33,14.1,6.67,1.17
274,2.33,14.1,6.67,1.17
274,2.33,14.1,6.67,1.17
274,2.34,14.1,6.67,1.17
275,2.34,14.1,6.67,1.17
275,2.34,14.1,6.68,1.17
275,2.34,14.1,6.68,1.17
275,2.34,14.1,6.68,1.17
275,2.34,14.1,6.68,1.17
275,2.34,14.1,6.68,1.17
275,2.34,14.1,6.69,1.17
275,2.34,14.1,6.69,1.17
275,2.34,14.1,6.69,1.18
275,2.34,14.1,6.69,1.18
275,2.34,14.1,6.70,1.18
275,2.34,14.1,6.70,1.18
275,2.34,14.1,6.70,1.18
275,2.35,14.1,6.70,1.18
276,2.35,14.1,6.70,1.18
276,2.35,14.1,6.71,1.18
276,2.35,14.1,6.71,1.18
276,2.35,14.1,6.71,1.18
276,2.35,14.1,6.71,1.18
276,2.35,14.1,6.71,1.18
276,2.35,14.1,6.72,1.18
276,2.35,14.1,6.72,1.18
276,2.35,14.1,6.72,1.18
276,2.35,14.1,6.72,1.18
276,2.35,14.1,6.72,1.18
276,2.35,14.1,6.73,1.18
276,2.36,14.1,6.73,1.18
276,2.36,14.2,6.73,1.18
276,2.36,14.2,6.73,1.18
276,2.36,14.2,6.73,1.18
276,2.36,14.2,6.74,1.18
276,2.36,14.2,6.74,1.18
276,2.36,14.2,6.74,1.18
276,2.36,14.2,6.74,1.18
276,2.36,14.2,6.74,1.18
276,2.36,14.2,6.75,1.18
276,2.36,14.2,6.75,1.19
276,2.36,14.1,6.75,1.19
276,2.36,14.1,6.75,1.19
276,2.36,14.1,6.76,1.19
276,2.37,14.1,6.76,1.19
276,2.37,14.1,6.76,1.19
276,2.37,14.1,6.76,1.19
276,2.37,14.1,6.76,1.19
276,2.37,14.1,6.77,1.19
276,2.37,14.1,6.77,1.19
275,2.37,14.1,6.77,1.19
275,2.37,14.1,6.77,1.19
275,2.37,14.1,6.77,1.19
275,2.37,14.1,6.78,1.19
275,2.37,14.1,6.78,1.19
275,2.37,14.1,6.78,1.19
275,2.37,14.1,6.78,1.19
275,2.37,14.1,6.78,1.19
275,2.38,14.1,6.79,1.19
274,2.38,14.1,6.79,1.19
274,2.38,14.1,6.79,1.19
274,2.38,14.1,6.79,1.19
274,2.38,14.0,6.79,1.19
274,2.38,14.0,6.80,1.19
273,2.38,14.0,6.80,1.19
273,2.38,14.0,6.80,1.19
273,2.38,14.0,6.80,1.19
273,2.38,14.0,6.81,1.19
273,2.38,14.0,6.81,1.20
273,2.38,14.0,6.81,1.20
272,2.38,14.0,6.81,1.20
272,2.38,14.0,6.81,1.20
272,2.39,13.9,6.81,1.20
272,2.39,13.9,6.82,1.20
271,2.39,13.9,6.82,1.20
271,2.39,13.9,6.82,1.20
271,2.39,13.9,6.82,1.20
271,2.39,13.9,6.83,1.20
271,2.39,13.9,6.83,1.20
271,2.39,13.9,6.83,1.20
270,2.39,13.9,6.83,1.20
270,2.39,13.9,6.83,1.20
270,2.39,13.8,6.84,1.20
270,2.39,13.8,6.84,1.20
270,2.39,13.8,6.84,1.20
270,2.39,13.8,6.84,1.20
269,2.40,13.8,6.84,1.20
269,2.40,13.8,6.85,1.20
269,2.40,13.8,6.85,1.20
269,2.40,13.8,6.85,1.20
269,2.40,13.8,6.85,1.20
269,2.40,13.8,6.85,1.20
269,2.40,13.8,6.86,1.20
269,2.40,13.8,6.86,1.20
269,2.40,13.8,6.86,1.20
269,2.40,13.8,6.86,1.21
269,2.40,13.8,6.86,1.21
269,2.40,13.8,6.87,1.21
269,2.40,13.8,6.87,1.21
269,2.40,13.8,6.87,1.21
269,2.41,13.8,6.87,1.21
269,2.41,13.8,6.88,1.21
269,2.41,13.8,6.88,1.21
269,2.41,13.8,6.88,1.21
269,2.41,13.8,6.88,1.21
269,2.41,13.8,6.88,1.21
269,2.41,13.8,6.89,1.21
270,2.41,13.8,6.89,1.21
270,2.41,13.8,6.89,1.21
270,2.41,13.8,6.89,1.21
270,2.41,13.8,6.89,1.21
270,2.41,13.8,6.90,1.21
270,2.41,13.9,6.90,1.21
270,2.42,13.9,6.90,1.21
270,2.42,13.9,6.90,1.21
271,2.42,13.9,6.90,1.21
271,2.42,13.9,6.91,1.21
271,2.42,13.9,6.91,1.21
271,2.42,13.9,6.91,1.21
271,2.42,13.9,6.91,1.21
271,2.42,13.9,6.91,1.21
272,2.42,13.9,6.92,1.21
272,2.42,13.9,6.92,1.21
272,2.42,14.0,6.92,1.22
272,2.42,14.0,6.92,1.22
273,2.42,14.0,6.93,1.22
273,2.43,14.0,6.93,1.22
273,2.43,14.0,6.93,1.22
273,2.43,14.0,6.93,1.22
273,2.43,14.0,6.93,1.22
274,2.43,14.0,6.94,1.22
274,2.43,14.0,6.94,1.22
274,2.43,14.1,6.94,1.22
274,2.43,14.1,6.94,1.22
274,2.43,14.1,6.94,1.22
275,2.43,14.1,6.95,1.22
275,2.43,14.1,6.95,1.22
275,2.43,14.1,6.95,1.22
275,2.43,14.1,6.95,1.22
276,2.43,14.1,6.95,1.22
276,2.43,14.1,6.96,1.22
276,2.44,14.2,6.96,1.22
276,2.44,14.2,6.96,1.22
276,2.44,14.2,6.96,1.22
277,2.44,14.2,6.97,1.22
277,2.44,14.2,6.97,1.22
277,2.44,14.2,6.97,1.22
277,2.44,14.2,6.97,1.22
278,2.44,14.2,6.97,1.22
278,2.44,14.2,6.98,1.22
278,2.44,14.3,6.98,1.23
278,2.44,14.3,6.98,1.23
278,2.44,14.3,6.98,1.23
279,2.44,14.3,6.98,1.23
279,2.45,14.3,6.99,1.23
279,2.45,14.3,6.99,1.23
279,2.45,14.3,6.99,1.23
280,2.45,14.3,6.99,1.23
280,2.45,14.3,6.99,1.23
280,2.45,14.4,6.99,1.23
280,2.45,14.4,7.00,1.23
281,2.45,14.4,7.00,1.23
281,2.45,14.4,7.00,1.23
281,2.45,14.4,7.01,1.23
281,2.45,14.4,7.01,1.23
282,2.45,14.4,7.01,1.23
282,2.45,14.5,7.01,1.23
282,2.45,14.5,7.01,1.23
282,2.46,14.5,7.01,1.23
283,2.46,14.5,7.02,1.23
283,2.46,14.5,7.02,1.23
283,2.46,14.5,7.02,1.23
283,2.46,14.5,7.02,1.23
283,2.46,14.5,7.02,1.23
283,2.46,14.5,7.03,1.23
284,2.46,14.5,7.03,1.23
284,2.46,14.6,7.03,1.23
284,2.46,14.6,7.03,1.23
284,2.46,14.6,7.03,1.24
284,2.46,14.6,7.04,1.24
285,2.46,14.6,7.04,1.24
285,2.46,14.6,7.04,1.24
285,2.47,14.6,7.04,1.24
285,2.47,14.6,7.05,1.24
286,2.47,14.7,7.05,1.24
286,2.47,14.7,7.05,1.24
286,2.47,14.7,7.05,1.24
287,2.47,14.7,7.05,1.24
287,2.47,14.7,7.06,1.24
287,2.47,14.7,7.06,1.24
287,2.47,14.7,7.06,1.24
287,2.47,14.7,7.06,1.24
288,2.47,14.8,7.06,1.24
288,2.47,14.8,7.07,1.24
288,2.47,14.8,7.07,1.24
288,2.47,14.8,7.07,1.24
289,2.48,14.8,7.07,1.24
289,2.48,14.8,7.07,1.24
289,2.48,14.8,7.08,1.24
289,2.48,14.8,7.08,1.24
290,2.48,14.8,7.08,1.24
290,2.48,14.9,7.08,1.24
290,2.48,14.9,7.08,1.24
290,2.48,14.9,7.09,1.24
290,2.48,14.9,7.09,1.24
291,2.48,14.9,7.09,1.24
291,2.48,14.9,7.09,1.25
291,2.48,14.9,7.09,1.25
291,2.48,14.9,7.10,1.25
292,2.48,15.0,7.10,1.25
292,2.49,15.0,7.10,1.25
292,2.49,15.0,7.10,1.25
293,2.49,15.0,7.11,1.25
293,2.49,15.0,7.11,1.25
293,2.49,15.0,7.11,1.25
293,2.49,15.0,7.11,1.25
293,2.49,15.0,7.11,1.25
294,2.49,15.1,7.11,1.25
294,2.49,15.1,7.12,1.25
294,2.49,15.1,7.12,1.25
294,2.49,15.1,7.12,1.25
294,2.49,15.1,7.12,1.25
295,2.49,15.1,7.13,1.25
295,2.50,15.1,7.13,1.25
295,2.50,15.1,7.13,1.25
296,2.50,15.2,7.13,1.25
296,2.50,15.2,7.13,1.25
296,2.50,15.2,7.14,1.25
296,2.50,15.2,7.14,1.25
296,2.50,15.2,7.14,1.25
297,2.50,15.2,7.14,1.25
297,2.50,15.2,7.14,1.25
297,2.50,15.2,7.15,1.25
298,2.50,15.3,7.15,1.26
298,2.50,15.3,7.15,1.26
298,2.50,15.3,7.15,1.26
298,2.50,15.3,7.15,1.26
298,2.50,15.3,7.16,1.26
299,2.51,15.3,7.16,1.26
299,2.51,15.3,7.16,1.26
299,2.51,15.4,7.16,1.26
300,2.51,15.4,7.16,1.26
300,2.51,15.4,7.17,1.26
300,2.51,15.4,7.17,1.26
300,2.51,15.4,7.17,1.26
301,2.51,15.4,7.17,1.26
301,2.51,15.4,7.18,1.26
301,2.51,15.4,7.18,1.26
301,2.51,15.5,7.18,1.26
302,2.51,15.5,7.18,1.26
302,2.51,15.5,7.19,1.26
302,2.52,15.5,7.19,1.26
302,2.52,15.5,7.19,1.26
303,2.52,15.5,7.19,1.26
303,2.52,15.5,7.19,1.26
303,2.52,15.5,7.19,1.26
303,2.52,15.6,7.20,1.26
304,2.52,15.6,7.20,1.26
304,2.52,15.6,7.20,1.26
304,2.52,15.6,7.20,1.26
304,2.52,15.6,7.21,1.26
305,2.52,15.6,7.21,1.27
305,2.52,15.6,7.21,1.27
305,2.52,15.6,7.21,1.27
305,2.52,15.7,7.21,1.27
306,2.53,15.7,7.21,1.27
306,2.53,15.7,7.22,1.27
306,2.53,15.7,7.22,1.27
306,2.53,15.7,7.22,1.27
307,2.53,15.7,7.22,1.27
307,2.53,15.7,7.23,1.27
307,2.53,15.7,7.23,1.27
307,2.53,15.8,7.23,1.27
308,2.53,15.8,7.23,1.27
308,2.53,15.8,7.23,1.27
308,2.53,15.8,7.23,1.27
308,2.53,15.8,7.24,1.27
308,2.53,15.8,7.24,1.27
309,2.54,15.8,7.24,1.27
309,2.54,15.8,7.24,1.27
309,2.54,15.9,7.25,1.27
309,2.54,15.9,7.25,1.27
310,2.54,15.9,7.25,1.27
310,2.54,15.9,7.25,1.27
310,2.54,15.9,7.25,1.27
310,2.54,15.9,7.26,1.27
311,2.54,15.9,7.26,1.27
311,2.54,15.9,7.26,1.27
311,2.54,15.9,7.26,1.28
311,2.54,16.0,7.27,1.28
311,2.54,16.0,7.27,1.28
312,2.54,16.0,7.27,1.28
312,2.54,16.0,7.27,1.28
312,2.55,16.0,7.27,1.28
312,2.55,16.0,7.28,1.28
313,2.55,16.0,7.28,1.28
313,2.55,16.0,7.28,1.28
313,2.55,16.1,7.28,1.28
313,2.55,16.1,7.28,1.28
313,2.55,16.1,7.29,1.28
314,2.55,16.1,7.29,1.28
314,2.55,16.1,7.29,1.28
314,2.55,16.1,7.29,1.28
314,2.55,16.1,7.29,1.28
315,2.55,16.1,7.30,1.28
315,2.55,16.2,7.30,1.28
315,2.56,16.2,7.30,1.28
315,2.56,16.2,7.30,1.28
316,2.56,16.2,7.30,1.28
316,2.56,16.2,7.31,1.28
316,2.56,16.2,7.31,1.28
317,2.56,16.2,7.31,1.28
317,2.56,16.2,7.31,1.28
317,2.56,16.3,7.31,1.28
317,2.56,16.3,7.32,1.28
317,2.56,16.3,7.32,1.28
318,2.56,16.3,7.32,1.29
318,2.56,16.3,7.32,1.29
318,2.56,16.3,7.33,1.29
319,2.56,16.3,7.33,1.29
319,2.57,16.4,7.33,1.29
319,2.57,16.4,7.33,1.29
320,2.57,16.4,7.33,1.29
320,2.57,16.4,7.34,1.29
320,2.57,16.4,7.34,1.29
321,2.57,16.4,7.34,1.29
321,2.57,16.5,7.34,1.29
321,2.57,16.5,7.34,1.29
321,2.57,16.5,7.35,1.29
322,2.57,16.5,7.35,1.29
322,2.57,16.5,7.35,1.29
322,2.57,16.5,7.35,1.29
323,2.57,16.6,7.35,1.29
323,2.57,16.6,7.36,1.29
323,2.58,16.6,7.36,1.29
324,2.58,16.6,7.36,1.29
324,2.58,16.6,7.36,1.29
324,2.58,16.6,7.36,1.29
325,2.58,16.6,7.37,1.29
325,2.58,16.7,7.37,1.29
325,2.58,16.7,7.37,1.29
325,2.58,16.7,7.37,1.29
326,2.58,16.7,7.37,1.29
326,2.58,16.7,7.38,1.30
326,2.58,16.7,7.38,1.30
326,2.58,16.7,7.38,1.30
327,2.58,16.8,7.38,1.30
327,2.59,16.8,7.39,1.30
327,2.59,16.8,7.39,1.30
328,2.59,16.8,7.39,1.30
328,2.59,16.8,7.39,1.30
328,2.59,16.8,7.39,1.30
328,2.59,16.8,7.40,1.30
329,2.59,16.9,7.40,1.30
329,2.59,16.9,7.40,1.30
329,2.59,16.9,7.40,1.30
329,2.59,16.9,7.40,1.30
330,2.59,16.9,7.41,1.30
330,2.59,16.9,7.41,1.30
330,2.59,16.9,7.41,1.30
331,2.59,17.0,7.41,1.30
331,2.59,17.0,7.41,1.30
331,2.60,17.0,7.42,1.30
332,2.60,17.0,7.42,1.30
332,2.60,17.0,7.42,1.30
332,2.60,17.0,7.42,1.30
333,2.60,17.1,7.43,1.30
333,2.60,17.1,7.43,1.30
333,2.60,17.1,7.43,1.30
333,2.60,17.1,7.43,1.30
334,2.60,17.1,7.43,1.30
334,2.60,17.1,7.43,1.31
335,2.60,17.2,7.44,1.31
335,2.60,17.2,7.44,1.31
335,2.60,17.2,7.44,1.31
335,2.61,17.2,7.44,1.31
336,2.61,17.2,7.45,1.31
336,2.61,17.2,7.45,1.31
336,2.61,17.2,7.45,1.31
337,2.61,17.3,7.45,1.31
337,2.61,17.3,7.45,1.31
337,2.61,17.3,7.45,1.31
338,2.61,17.3,7.46,1.31
338,2.61,17.3,7.46,1.31
338,2.61,17.4,7.46,1.31
339,2.61,17.4,7.46,1.31
339,2.61,17.4,7.47,1.31
339,2.61,17.4,7.47,1.31
340,2.61,17.4,7.47,1.31
340,2.62,17.4,7.47,1.31
340,2.62,17.4,7.47,1.31
340,2.62,17.5,7.48,1.31
341,2.62,17.5,7.48,1.31
341,2.62,17.5,7.48,1.31
341,2.62,17.5,7.48,1.31
341,2.62,17.5,7.48,1.31
342,2.62,17.5,7.49,1.31
342,2.62,17.5,7.49,1.31
342,2.62,17.6,7.49,1.31
343,2.62,17.6,7.49,1.32
343,2.62,17.6,7.49,1.32
343,2.62,17.6,7.50,1.32
343,2.63,17.6,7.50,1.32
344,2.63,17.6,7.50,1.32
344,2.63,17.6,7.50,1.32
344,2.63,17.6,7.51,1.32
344,2.63,17.7,7.51,1.32
345,2.63,17.7,7.51,1.32
345,2.63,17.7,7.51,1.32
345,2.63,17.7,7.51,1.32
345,2.63,17.7,7.51,1.32
346,2.63,17.7,7.52,1.32
346,2.63,17.7,7.52,1.32
346,2.63,17.8,7.52,1.32
346,2.63,17.8,7.52,1.32
347,2.63,17.8,7.53,1.32
347,2.64,17.8,7.53,1.32
347,2.64,17.8,7.53,1.32
348,2.64,17.8,7.53,1.32
348,2.64,17.8,7.53,1.32
348,2.64,17.9,7.54,1.32
348,2.64,17.9,7.54,1.32
349,2.64,17.9,7.54,1.32
349,2.64,17.9,7.54,1.32
349,2.64,17.9,7.54,1.32
349,2.64,17.9,7.55,1.32
350,2.64,17.9,7.55,1.33
350,2.64,17.9,7.55,1.33
350,2.64,18.0,7.55,1.33
350,2.64,18.0,7.55,1.33
351,2.65,18.0,7.56,1.33
351,2.65,18.0,7.56,1.33
351,2.65,18.0,7.56,1.33
351,2.65,18.0,7.56,1.33
352,2.65,18.0,7.56,1.33
352,2.65,18.0,7.57,1.33
352,2.65,18.1,7.57,1.33
352,2.65,18.1,7.57,1.33
353,2.65,18.1,7.57,1.33
353,2.65,18.1,7.58,1.33
353,2.65,18.1,7.58,1.33
353,2.65,18.1,7.58,1.33
354,2.65,18.1,7.58,1.33
354,2.65,18.2,7.58,1.33
354,2.65,18.2,7.59,1.33
355,2.66,18.2,7.59,1.33
355,2.66,18.2,7.59,1.33
355,2.66,18.2,7.59,1.33
355,2.66,18.2,7.59,1.33
356,2.66,18.2,7.60,1.33
356,2.66,18.2,7.60,1.33
356,2.66,18.3,7.60,1.33
356,2.66,18.3,7.60,1.33
357,2.66,18.3,7.61,1.33
357,2.66,18.3,7.61,1.34
357,2.66,18.3,7.61,1.34
358,2.66,18.3,7.61,1.34
358,2.66,18.4,7.61,1.34
358,2.67,18.4,7.61,1.34
359,2.67,18.4,7.62,1.34
359,2.67,18.4,7.62,1.34
359,2.67,18.4,7.62,1.34
359,2.67,18.4,7.62,1.34
360,2.67,18.4,7.63,1.34
360,2.67,18.5,7.63,1.34
360,2.67,18.5,7.63,1.34
361,2.67,18.5,7.63,1.34
361,2.67,18.5,7.63,1.34
361,2.67,18.5,7.63,1.34
361,2.67,18.5,7.64,1.34
362,2.67,18.6,7.64,1.34
362,2.68,18.6,7.64,1.34
362,2.68,18.6,7.65,1.34
363,2.68,18.6,7.65,1.34
363,2.68,18.6,7.65,1.34
363,2.68,18.6,7.65,1.34
364,2.68,18.7,7.65,1.34
364,2.68,18.7,7.65,1.34
364,2.68,18.7,7.66,1.34
365,2.68,18.7,7.66,1.34
365,2.68,18.7,7.66,1.34
365,2.68,18.7,7.66,1.35
366,2.68,18.7,7.66,1.35
366,2.68,18.8,7.67,1.35
366,2.68,18.8,7.67,1.35
366,2.68,18.8,7.67,1.35
367,2.69,18.8,7.67,1.35
367,2.69,18.8,7.67,1.35
367,2.69,18.8,7.68,1.35
368,2.69,18.8,7.68,1.35
368,2.69,18.9,7.68,1.35
368,2.69,18.9,7.68,1.35
369,2.69,18.9,7.69,1.35
369,2.69,18.9,7.69,1.35
369,2.69,18.9,7.69,1.35
369,2.69,18.9,7.69,1.35
370,2.69,19.0,7.69,1.35
370,2.69,19.0,7.70,1.35
370,2.69,19.0,7.70,1.35
371,2.70,19.0,7.70,1.35
371,2.70,19.0,7.70,1.35
371,2.70,19.0,7.70,1.35
372,2.70,19.1,7.71,1.35
372,2.70,19.1,7.71,1.35
372,2.70,19.1,7.71,1.35
373,2.70,19.1,7.71,1.35
373,2.70,19.1,7.71,1.35
373,2.70,19.1,7.72,1.35
373,2.70,19.2,7.72,1.35
374,2.70,19.2,7.72,1.36
374,2.70,19.2,7.72,1.36
374,2.70,19.2,7.72,1.36
375,2.70,19.2,7.73,1.36
375,2.71,19.2,7.73,1.36
375,2.71,19.2,7.73,1.36
376,2.71,19.3,7.73,1.36
376,2.71,19.3,7.73,1.36
376,2.71,19.3,7.74,1.36
376,2.71,19.3,7.74,1.36
377,2.71,19.3,7.74,1.36
377,2.71,19.3,7.74,1.36
377,2.71,19.4,7.75,1.36
378,2.71,19.4,7.75,1.36
378,2.71,19.4,7.75,1.36
378,2.71,19.4,7.75,1.36
379,2.71,19.4,7.75,1.36
379,2.71,19.4,7.76,1.36
379,2.72,19.4,7.76,1.36
379,2.72,19.5,7.76,1.36
380,2.72,19.5,7.76,1.36
380,2.72,19.5,7.76,1.36
380,2.72,19.5,7.77,1.36
381,2.72,19.5,7.77,1.36
381,2.72,19.5,7.77,1.36
381,2.72,19.6,7.77,1.36
382,2.72,19.6,7.77,1.36
382,2.72,19.6,7.78,1.36
382,2.72,19.6,7.78,1.37
382,2.72,19.6,7.78,1.37
383,2.72,19.6,7.78,1.37
383,2.72,19.6,7.78,1.37
383,2.73,19.7,7.79,1.37
384,2.73,19.7,7.79,1.37
384,2.73,19.7,7.79,1.37
384,2.73,19.7,7.79,1.37
385,2.73,19.7,7.80,1.37
385,2.73,19.7,7.80,1.37
385,2.73,19.8,7.80,1.37
386,2.73,19.8,7.80,1.37
386,2.73,19.8,7.80,1.37
386,2.73,19.8,7.81,1.37
386,2.73,19.8,7.81,1.37
387,2.73,19.8,7.81,1.37
387,2.73,19.9,7.81,1.37
387,2.74,19.9,7.81,1.37
388,2.74,19.9,7.82,1.37
388,2.74,19.9,7.82,1.37
388,2.74,19.9,7.82,1.37
389,2.74,19.9,7.82,1.37
389,2.74,19.9,7.82,1.37
389,2.74,20.0,7.83,1.37
389,2.74,20.0,7.83,1.37
390,2.74,20.0,7.83,1.37
390,2.74,20.0,7.83,1.37
390,2.74,20.0,7.83,1.38
391,2.74,20.0,7.84,1.38
391,2.74,20.0,7.84,1.38
391,2.74,20.1,7.84,1.38
392,2.75,20.1,7.84,1.38
392,2.75,20.1,7.85,1.38
392,2.75,20.1,7.85,1.38
392,2.75,20.1,7.85,1.38
393,2.75,20.1,7.85,1.38
393,2.75,20.1,7.85,1.38
393,2.75,20.2,7.85,1.38
394,2.75,20.2,7.86,1.38
394,2.75,20.2,7.86,1.38
394,2.75,20.2,7.86,1.38
394,2.75,20.2,7.86,1.38
395,2.75,20.2,7.87,1.38
395,2.75,20.3,7.87,1.38
395,2.75,20.3,7.87,1.38
395,2.76,20.3,7.87,1.38
396,2.76,20.3,7.87,1.38
396,2.76,20.3,7.88,1.38
396,2.76,20.3,7.88,1.38
397,2.76,20.3,7.88,1.38
397,2.76,20.4,7.88,1.38
397,2.76,20.4,7.88,1.38
398,2.76,20.4,7.89,1.38
398,2.76,20.4,7.89,1.38
398,2.76,20.4,7.89,1.38
399,2.76,20.4,7.89,1.39
399,2.76,20.5,7.89,1.39
399,2.76,20.5,7.90,1.39
400,2.77,20.5,7.90,1.39
400,2.77,20.5,7.90,1.39
400,2.77,20.5,7.90,1.39
