Force (N),Position (mm),Stress (MPa),Strain (%),Time (min)
287,1.64,14.7,4.69,0.825
287,1.64,14.7,4.69,0.825
287,1.64,14.7,4.69,0.826
287,1.64,14.7,4.70,0.826
287,1.64,14.7,4.70,0.826
287,1.65,14.7,4.70,0.827
287,1.65,14.7,4.70,0.827
287,1.65,14.7,4.70,0.827
287,1.65,14.7,4.71,0.828
287,1.65,14.7,4.71,0.828
287,1.65,14.7,4.71,0.828
287,1.65,14.7,4.71,0.829
287,1.65,14.7,4.71,0.829
287,1.65,14.7,4.72,0.829
287,1.65,14.7,4.72,0.830
287,1.65,14.7,4.72,0.830
288,1.65,14.7,4.72,0.831
288,1.65,14.7,4.73,0.831
288,1.65,14.7,4.73,0.831
288,1.66,14.7,4.73,0.832
288,1.66,14.8,4.73,0.832
288,1.66,14.8,4.73,0.832
288,1.66,14.8,4.73,0.833
288,1.66,14.8,4.74,0.833
288,1.66,14.8,4.74,0.833
288,1.66,14.8,4.74,0.834
288,1.66,14.8,4.74,0.834
288,1.66,14.8,4.75,0.835
288,1.66,14.8,4.75,0.835
288,1.66,14.8,4.75,0.835
288,1.66,14.8,4.75,0.836
288,1.66,14.8,4.75,0.836
289,1.66,14.8,4.76,0.836
289,1.67,14.8,4.76,0.837
289,1.67,14.8,4.76,0.837
289,1.67,14.8,4.76,0.837
289,1.67,14.8,4.76,0.838
289,1.67,14.8,4.77,0.838
289,1.67,14.8,4.77,0.839
289,1.67,14.8,4.77,0.839
289,1.67,14.8,4.77,0.839
289,1.67,14.8,4.77,0.840
289,1.67,14.8,4.78,0.840
290,1.67,14.8,4.78,0.840
290,1.67,14.9,4.78,0.841
290,1.67,14.9,4.78,0.841
290,1.67,14.9,4.78,0.841
290,1.68,14.9,4.79,0.842
290,1.68,14.9,4.79,0.842
290,1.68,14.9,4.79,0.843
291,1.68,14.9,4.79,0.843
291,1.68,14.9,4.79,0.843
291,1.68,14.9,4.80,0.844
291,1.68,14.9,4.80,0.844
291,1.68,14.9,4.80,0.844
291,1.68,14.9,4.80,0.845
291,1.68,14.9,4.81,0.845
291,1.68,14.9,4.81,0.845
292,1.68,14.9,4.81,0.846
292,1.68,15.0,4.81,0.846
292,1.68,15.0,4.81,0.847
292,1.69,15.0,4.82,0.847
292,1.69,15.0,4.82,0.847
292,1.69,15.0,4.82,0.848
292,1.69,15.0,4.82,0.848
292,1.69,15.0,4.83,0.848
292,1.69,15.0,4.83,0.849
293,1.69,15.0,4.83,0.849
293,1.69,15.0,4.83,0.849
293,1.69,15.0,4.83,0.850
293,1.69,15.0,4.83,0.850
293,1.69,15.0,4.84,0.851
293,1.69,15.0,4.84,0.851
293,1.69,15.0,4.84,0.851
294,1.70,15.1,4.84,0.852
294,1.70,15.1,4.85,0.852
294,1.70,15.1,4.85,0.852
294,1.70,15.1,4.85,0.853
294,1.70,15.1,4.85,0.853
294,1.70,15.1,4.85,0.853
294,1.70,15.1,4.85,0.854
294,1.70,15.1,4.86,0.854
295,1.70,15.1,4.86,0.855
295,1.70,15.1,4.86,0.855
295,1.70,15.1,4.86,0.855
295,1.70,15.1,4.87,0.856
295,1.70,15.1,4.87,0.856
295,1.70,15.1,4.87,0.856
295,1.70,15.1,4.87,0.857
296,1.71,15.2,4.87,0.857
296,1.71,15.2,4.88,0.857
296,1.71,15.2,4.88,0.858
296,1.71,15.2,4.88,0.858
296,1.71,15.2,4.88,0.858
296,1.71,15.2,4.88,0.859
296,1.71,15.2,4.89,0.859
296,1.71,15.2,4.89,0.860
297,1.71,15.2,4.89,0.860
297,1.71,15.2,4.89,0.860
297,1.71,15.2,4.90,0.861
297,1.71,15.2,4.90,0.861
297,1.72,15.2,4.90,0.861
297,1.72,15.2,4.90,0.862
297,1.72,15.2,4.90,0.862
297,1.72,15.2,4.91,0.862
297,1.72,15.3,4.91,0.863
298,1.72,15.3,4.91,0.863
298,1.72,15.3,4.91,0.864
298,1.72,15.3,4.91,0.864
298,1.72,15.3,4.91,0.864
298,1.72,15.3,4.92,0.865
298,1.72,15.3,4.92,0.865
298,1.72,15.3,4.92,0.865
298,1.72,15.3,4.92,0.866
298,1.72,15.3,4.93,0.866
299,1.72,15.3,4.93,0.866
299,1.73,15.3,4.93,0.867
299,1.73,15.3,4.93,0.867
299,1.73,15.3,4.93,0.868
299,1.73,15.3,4.94,0.868
299,1.73,15.3,4.94,0.868
299,1.73,15.3,4.94,0.869
299,1.73,15.3,4.94,0.869
299,1.73,15.4,4.94,0.869
299,1.73,15.4,4.95,0.870
300,1.73,15.4,4.95,0.870
300,1.73,15.4,4.95,0.870
300,1.73,15.4,4.95,0.871
300,1.73,15.4,4.95,0.871
300,1.74,15.4,4.96,0.872
300,1.74,15.4,4.96,0.872
300,1.74,15.4,4.96,0.872
300,1.74,15.4,4.96,0.873
300,1.74,15.4,4.96,0.873
300,1.74,15.4,4.97,0.873
300,1.74,15.4,4.97,0.874
300,1.74,15.4,4.97,0.874
301,1.74,15.4,4.97,0.874
301,1.74,15.4,4.98,0.875
301,1.74,15.4,4.98,0.875
301,1.74,15.4,4.98,0.876
301,1.74,15.4,4.98,0.876
301,1.74,15.4,4.98,0.876
301,1.75,15.4,4.99,0.877
301,1.75,15.4,4.99,0.877
301,1.75,15.4,4.99,0.877
301,1.75,15.4,4.99,0.878
301,1.75,15.4,4.99,0.878
301,1.75,15.4,5.00,0.878
301,1.75,15.4,5.00,0.879
301,1.75,15.4,5.00,0.879
301,1.75,15.4,5.00,0.880
301,1.75,15.4,5.01,0.880
301,1.75,15.4,5.01,0.880
301,1.75,15.4,5.01,0.881
301,1.75,15.4,5.01,0.881
301,1.75,15.4,5.01,0.881
301,1.76,15.4,5.01,0.882
301,1.76,15.4,5.02,0.882
301,1.76,15.4,5.02,0.882
301,1.76,15.4,5.02,0.883
301,1.76,15.4,5.02,0.883
301,1.76,15.4,5.03,0.884
301,1.76,15.4,5.03,0.884
301,1.76,15.4,5.03,0.884
301,1.76,15.4,5.03,0.885
301,1.76,15.4,5.03,0.885
300,1.76,15.4,5.03,0.885
300,1.76,15.4,5.04,0.886
300,1.76,15.4,5.04,0.886
300,1.77,15.4,5.04,0.886
300,1.77,15.4,5.04,0.887
300,1.77,15.4,5.05,0.887
300,1.77,15.4,5.05,0.888
300,1.77,15.4,5.05,0.888
300,1.77,15.4,5.05,0.888
299,1.77,15.4,5.05,0.889
299,1.77,15.3,5.06,0.889
299,1.77,15.3,5.06,0.889
299,1.77,15.3,5.06,0.890
299,1.77,15.3,5.06,0.890
299,1.77,15.3,5.07,0.890
298,1.77,15.3,5.07,0.891
298,1.77,15.3,5.07,0.891
298,1.77,15.3,5.07,0.891
298,1.78,15.3,5.07,0.892
298,1.78,15.3,5.08,0.892
298,1.78,15.3,5.08,0.893
297,1.78,15.3,5.08,0.893
297,1.78,15.2,5.08,0.893
297,1.78,15.2,5.08,0.894
297,1.78,15.2,5.09,0.894
297,1.78,15.2,5.09,0.894
296,1.78,15.2,5.09,0.895
296,1.78,15.2,5.09,0.895
296,1.78,15.2,5.09,0.895
296,1.78,15.2,5.10,0.896
295,1.78,15.1,5.10,0.896
295,1.79,15.1,5.10,0.897
295,1.79,15.1,5.10,0.897
295,1.79,15.1,5.10,0.897
294,1.79,15.1,5.11,0.898
294,1.79,15.1,5.11,0.898
294,1.79,15.1,5.11,0.898
294,1.79,15.1,5.11,0.899
294,1.79,15.1,5.11,0.899
293,1.79,15.0,5.12,0.899
293,1.79,15.0,5.12,0.900
293,1.79,15.0,5.12,0.900
293,1.79,15.0,5.12,0.901
292,1.79,15.0,5.12,0.901
292,1.79,15.0,5.12,0.901
292,1.79,15.0,5.13,0.902
292,1.80,15.0,5.13,0.902
291,1.80,14.9,5.13,0.902
291,1.80,14.9,5.13,0.903
291,1.80,14.9,5.14,0.903
291,1.80,14.9,5.14,0.903
291,1.80,14.9,5.14,0.904
290,1.80,14.9,5.14,0.904
290,1.80,14.9,5.15,0.905
290,1.80,14.9,5.15,0.905
290,1.80,14.9,5.15,0.905
290,1.80,14.9,5.15,0.906
290,1.80,14.8,5.15,0.906
290,1.80,14.8,5.15,0.906
289,1.81,14.8,5.16,0.907
289,1.81,14.8,5.16,0.907
289,1.81,14.8,5.16,0.907
289,1.81,14.8,5.16,0.908
289,1.81,14.8,5.17,0.908
289,1.81,14.8,5.17,0.909
289,1.81,14.8,5.17,0.909
289,1.81,14.8,5.17,0.909
289,1.81,14.8,5.17,0.910
289,1.81,14.8,5.18,0.910
289,1.81,14.8,5.18,0.910
289,1.81,14.8,5.18,0.911
288,1.81,14.8,5.18,0.911
288,1.81,14.8,5.18,0.911
288,1.82,14.8,5.19,0.912
288,1.82,14.8,5.19,0.912
288,1.82,14.8,5.19,0.913
288,1.82,14.8,5.19,0.913
288,1.82,14.8,5.20,0.913
288,1.82,14.8,5.20,0.914
288,1.82,14.8,5.20,0.914
288,1.82,14.8,5.20,0.914
288,1.82,14.8,5.20,0.915
288,1.82,14.8,5.21,0.915
288,1.82,14.8,5.21,0.915
288,1.82,14.8,5.21,0.916
288,1.82,14.8,5.21,0.916
288,1.83,14.8,5.21,0.917
288,1.83,14.8,5.22,0.917
288,1.83,14.8,5.22,0.917
288,1.83,14.8,5.22,0.918
288,1.83,14.8,5.22,0.918
288,1.83,14.8,5.22,0.918
288,1.83,14.8,5.23,0.919
288,1.83,14.8,5.23,0.919
288,1.83,14.8,5.23,0.919
288,1.83,14.8,5.23,0.920
288,1.83,14.8,5.23,0.920
288,1.83,14.8,5.24,0.920
288,1.83,14.8,5.24,0.921
288,1.83,14.8,5.24,0.921
288,1.84,14.8,5.24,0.922
288,1.84,14.8,5.25,0.922
288,1.84,14.8,5.25,0.922
288,1.84,14.8,5.25,0.923
288,1.84,14.8,5.25,0.923
288,1.84,14.8,5.25,0.923
288,1.84,14.8,5.25,0.924
288,1.84,14.8,5.26,0.924
288,1.84,14.8,5.26,0.924
288,1.84,14.8,5.26,0.925
288,1.84,14.8,5.26,0.925
288,1.84,14.8,5.27,0.926
288,1.84,14.8,5.27,0.926
288,1.84,14.8,5.27,0.926
288,1.85,14.8,5.27,0.927
288,1.85,14.8,5.27,0.927
288,1.85,14.8,5.28,0.927
288,1.85,14.8,5.28,0.928
288,1.85,14.8,5.28,0.928
288,1.85,14.8,5.28,0.928
288,1.85,14.8,5.28,0.929
288,1.85,14.8,5.29,0.929
288,1.85,14.8,5.29,0.930
288,1.85,14.8,5.29,0.930
288,1.85,14.8,5.29,0.930
288,1.85,14.8,5.29,0.931
288,1.85,14.8,5.30,0.931
288,1.85,14.8,5.30,0.931
288,1.86,14.8,5.30,0.932
288,1.86,14.8,5.30,0.932
288,1.86,14.8,5.31,0.932
288,1.86,14.8,5.31,0.933
288,1.86,14.8,5.31,0.933
288,1.86,14.8,5.31,0.934
288,1.86,14.8,5.31,0.934
288,1.86,14.8,5.32,0.934
288,1.86,14.8,5.32,0.935
288,1.86,14.8,5.32,0.935
288,1.86,14.8,5.32,0.935
288,1.86,14.8,5.32,0.936
288,1.86,14.8,5.33,0.936
288,1.86,14.8,5.33,0.936
288,1.87,14.8,5.33,0.937
288,1.87,14.8,5.33,0.937
288,1.87,14.8,5.33,0.938
288,1.87,14.8,5.34,0.938
288,1.87,14.8,5.34,0.938
288,1.87,14.8,5.34,0.939
288,1.87,14.8,5.34,0.939
288,1.87,14.8,5.34,0.939
288,1.87,14.8,5.35,0.940
288,1.87,14.8,5.35,0.940
288,1.87,14.8,5.35,0.940
288,1.87,14.7,5.35,0.941
287,1.87,14.7,5.35,0.941
287,1.88,14.7,5.36,0.942
287,1.88,14.7,5.36,0.942
287,1.88,14.7,5.36,0.942
287,1.88,14.7,5.36,0.943
287,1.88,14.7,5.37,0.943
287,1.88,14.7,5.37,0.943
286,1.88,14.7,5.37,0.944
286,1.88,14.7,5.37,0.944
286,1.88,14.7,5.37,0.944
286,1.88,14.7,5.37,0.945
285,1.88,14.6,5.38,0.945
285,1.88,14.6,5.38,0.946
285,1.88,14.6,5.38,0.946
284,1.88,14.6,5.38,0.946
284,1.88,14.6,5.38,0.947
283,1.89,14.5,5.39,0.947
283,1.89,14.5,5.39,0.947
283,1.89,14.5,5.39,0.948
282,1.89,14.5,5.39,0.948
282,1.89,14.4,5.40,0.948
281,1.89,14.4,5.40,0.949
280,1.89,14.4,5.40,0.949
280,1.89,14.4,5.40,0.949
279,1.89,14.3,5.40,0.950
279,1.89,14.3,5.41,0.950
278,1.89,14.3,5.41,0.951
277,1.89,14.2,5.41,0.951
276,1.89,14.2,5.41,0.951
276,1.90,14.2,5.42,0.952
275,1.90,14.1,5.42,0.952
275,1.90,14.1,5.42,0.952
274,1.90,14.1,5.42,0.953
273,1.90,14.0,5.42,0.953
273,1.90,14.0,5.42,0.953
272,1.90,14.0,5.43,0.954
271,1.90,13.9,5.43,0.954
271,1.90,13.9,5.43,0.955
271,1.90,13.9,5.43,0.955
270,1.90,13.8,5.43,0.955
270,1.90,13.8,5.44,0.956
269,1.90,13.8,5.44,0.956
269,1.90,13.8,5.44,0.956
268,1.91,13.8,5.44,0.957
268,1.91,13.7,5.45,0.957
268,1.91,13.7,5.45,0.957
267,1.91,13.7,5.45,0.958
267,1.91,13.7,5.45,0.958
267,1.91,13.7,5.45,0.959
267,1.91,13.7,5.46,0.959
267,1.91,13.7,5.46,0.959
266,1.91,13.7,5.46,0.960
266,1.91,13.7,5.46,0.960
266,1.91,13.6,5.46,0.960
266,1.91,13.6,5.47,0.961
266,1.91,13.6,5.47,0.961
266,1.91,13.6,5.47,0.961
266,1.92,13.6,5.47,0.962
266,1.92,13.6,5.47,0.962
266,1.92,13.6,5.48,0.963
266,1.92,13.6,5.48,0.963
266,1.92,13.6,5.48,0.963
266,1.92,13.6,5.48,0.964
266,1.92,13.6,5.49,0.964
266,1.92,13.6,5.49,0.964
266,1.92,13.6,5.49,0.965
266,1.92,13.7,5.49,0.965
266,1.92,13.7,5.49,0.965
266,1.92,13.7,5.50,0.966
267,1.92,13.7,5.50,0.966
267,1.93,13.7,5.50,0.967
267,1.93,13.7,5.50,0.967
267,1.93,13.7,5.50,0.967
267,1.93,13.7,5.51,0.968
267,1.93,13.7,5.51,0.968
267,1.93,13.7,5.51,0.968
267,1.93,13.7,5.51,0.969
268,1.93,13.7,5.51,0.969
268,1.93,13.7,5.52,0.969
268,1.93,13.7,5.52,0.970
268,1.93,13.7,5.52,0.970
268,1.93,13.8,5.52,0.971
268,1.93,13.8,5.53,0.971
268,1.93,13.8,5.53,0.971
269,1.94,13.8,5.53,0.972
269,1.94,13.8,5.53,0.972
269,1.94,13.8,5.53,0.972
269,1.94,13.8,5.53,0.973
269,1.94,13.8,5.54,0.973
269,1.94,13.8,5.54,0.973
270,1.94,13.8,5.54,0.974
270,1.94,13.8,5.54,0.974
270,1.94,13.8,5.55,0.975
270,1.94,13.8,5.55,0.975
270,1.94,13.8,5.55,0.975
270,1.94,13.9,5.55,0.976
270,1.94,13.9,5.55,0.976
271,1.94,13.9,5.55,0.976
271,1.95,13.9,5.56,0.977
271,1.95,13.9,5.56,0.977
271,1.95,13.9,5.56,0.977
271,1.95,13.9,5.56,0.978
271,1.95,13.9,5.57,0.978
271,1.95,13.9,5.57,0.979
272,1.95,13.9,5.57,0.979
272,1.95,13.9,5.57,0.979
272,1.95,13.9,5.57,0.980
272,1.95,14.0,5.58,0.980
272,1.95,14.0,5.58,0.980
273,1.95,14.0,5.58,0.981
273,1.95,14.0,5.58,0.981
273,1.95,14.0,5.58,0.981
273,1.96,14.0,5.59,0.982
273,1.96,14.0,5.59,0.982
273,1.96,14.0,5.59,0.982
273,1.96,14.0,5.59,0.983
274,1.96,14.0,5.59,0.983
274,1.96,14.0,5.60,0.984
274,1.96,14.0,5.60,0.984
274,1.96,14.1,5.60,0.984
274,1.96,14.1,5.60,0.985
274,1.96,14.1,5.60,0.985
274,1.96,14.1,5.61,0.985
275,1.96,14.1,5.61,0.986
275,1.96,14.1,5.61,0.986
275,1.97,14.1,5.61,0.986
275,1.97,14.1,5.61,0.987
275,1.97,14.1,5.62,0.987
275,1.97,14.1,5.62,0.988
275,1.97,14.1,5.62,0.988
276,1.97,14.1,5.62,0.988
276,1.97,14.1,5.63,0.989
276,1.97,14.1,5.63,0.989
276,1.97,14.1,5.63,0.989
276,1.97,14.2,5.63,0.990
276,1.97,14.2,5.63,0.990
276,1.97,14.2,5.64,0.990
276,1.97,14.2,5.64,0.991
277,1.97,14.2,5.64,0.991
277,1.97,14.2,5.64,0.992
277,1.98,14.2,5.65,0.992
277,1.98,14.2,5.65,0.992
277,1.98,14.2,5.65,0.993
277,1.98,14.2,5.65,0.993
277,1.98,14.2,5.65,0.993
277,1.98,14.2,5.65,0.994
277,1.98,14.2,5.66,0.994
277,1.98,14.2,5.66,0.994
277,1.98,14.2,5.66,0.995
277,1.98,14.2,5.66,0.995
277,1.98,14.2,5.67,0.996
277,1.98,14.2,5.67,0.996
278,1.98,14.2,5.67,0.996
278,1.99,14.2,5.67,0.997
278,1.99,14.2,5.67,0.997
278,1.99,14.2,5.67,0.997
278,1.99,14.2,5.68,0.998
278,1.99,14.2,5.68,0.998
278,1.99,14.2,5.68,0.998
278,1.99,14.2,5.68,0.999
278,1.99,14.2,5.69,0.999
278,1.99,14.2,5.69,1.00
278,1.99,14.2,5.69,1.00
278,1.99,14.2,5.69,1.00
278,1.99,14.2,5.69,1.00
278,1.99,14.2,5.70,1.00
278,1.99,14.2,5.70,1.00
278,2.00,14.2,5.70,1.00
278,2.00,14.2,5.70,1.00
278,2.00,14.2,5.71,1.00
278,2.00,14.2,5.71,1.00
278,2.00,14.2,5.71,1.00
278,2.00,14.2,5.71,1.00
278,2.00,14.2,5.71,1.00
278,2.00,14.2,5.71,1.00
278,2.00,14.2,5.72,1.00
278,2.00,14.2,5.72,1.00
278,2.00,14.2,5.72,1.01
278,2.00,14.2,5.72,1.01
278,2.00,14.2,5.73,1.01
278,2.00,14.2,5.73,1.01
278,2.01,14.2,5.73,1.01
278,2.01,14.2,5.73,1.01
278,2.01,14.2,5.73,1.01
278,2.01,14.2,5.74,1.01
278,2.01,14.2,5.74,1.01
278,2.01,14.2,5.74,1.01
278,2.01,14.2,5.74,1.01
278,2.01,14.2,5.74,1.01
278,2.01,14.2,5.75,1.01
278,2.01,14.2,5.75,1.01
278,2.01,14.2,5.75,1.01
278,2.01,14.2,5.75,1.01
278,2.01,14.2,5.75,1.01
278,2.02,14.2,5.76,1.01
278,2.02,14.2,5.76,1.01
278,2.02,14.2,5.76,1.01
278,2.02,14.2,5.76,1.01
278,2.02,14.2,5.76,1.01
278,2.02,14.2,5.77,1.01
278,2.02,14.2,5.77,1.01
278,2.02,14.2,5.77,1.01
278,2.02,14.2,5.77,1.01
278,2.02,14.2,5.78,1.01
278,2.02,14.2,5.78,1.02
278,2.02,14.2,5.78,1.02
278,2.02,14.2,5.78,1.02
278,2.02,14.2,5.78,1.02
278,2.03,14.2,5.79,1.02
278,2.03,14.2,5.79,1.02
278,2.03,14.2,5.79,1.02
278,2.03,14.2,5.79,1.02
278,2.03,14.2,5.79,1.02
278,2.03,14.2,5.80,1.02
277,2.03,14.2,5.80,1.02
277,2.03,14.2,5.80,1.02
277,2.03,14.2,5.80,1.02
277,2.03,14.2,5.80,1.02
277,2.03,14.2,5.81,1.02
277,2.03,14.2,5.81,1.02
277,2.03,14.2,5.81,1.02
277,2.03,14.2,5.81,1.02
277,2.04,14.2,5.82,1.02
277,2.04,14.2,5.82,1.02
277,2.04,14.2,5.82,1.02
277,2.04,14.2,5.82,1.02
277,2.04,14.2,5.82,1.02
276,2.04,14.2,5.83,1.02
276,2.04,14.2,5.83,1.02
276,2.04,14.2,5.83,1.02
276,2.04,14.1,5.83,1.02
276,2.04,14.1,5.83,1.02
275,2.04,14.1,5.84,1.03
275,2.04,14.1,5.84,1.03
275,2.04,14.1,5.84,1.03
275,2.04,14.1,5.84,1.03
275,2.05,14.1,5.84,1.03
275,2.05,14.1,5.85,1.03
274,2.05,14.1,5.85,1.03
274,2.05,14.1,5.85,1.03
274,2.05,14.0,5.85,1.03
274,2.05,14.0,5.85,1.03
273,2.05,14.0,5.86,1.03
273,2.05,14.0,5.86,1.03
273,2.05,14.0,5.86,1.03
273,2.05,14.0,5.86,1.03
272,2.05,14.0,5.87,1.03
272,2.05,13.9,5.87,1.03
272,2.05,13.9,5.87,1.03
271,2.06,13.9,5.87,1.03
271,2.06,13.9,5.87,1.03
270,2.06,13.9,5.87,1.03
270,2.06,13.8,5.88,1.03
270,2.06,13.8,5.88,1.03
269,2.06,13.8,5.88,1.03
269,2.06,13.8,5.88,1.03
268,2.06,13.7,5.89,1.03
267,2.06,13.7,5.89,1.03
267,2.06,13.7,5.89,1.03
266,2.06,13.6,5.89,1.04
266,2.06,13.6,5.89,1.04
265,2.06,13.6,5.89,1.04
264,2.06,13.5,5.90,1.04
263,2.06,13.5,5.90,1.04
263,2.07,13.5,5.90,1.04
262,2.07,13.4,5.90,1.04
261,2.07,13.4,5.91,1.04
260,2.07,13.3,5.91,1.04
259,2.07,13.3,5.91,1.04
259,2.07,13.3,5.91,1.04
258,2.07,13.2,5.91,1.04
257,2.07,13.2,5.92,1.04
256,2.07,13.1,5.92,1.04
255,2.07,13.1,5.92,1.04
255,2.07,13.1,5.92,1.04
254,2.07,13.0,5.92,1.04
254,2.07,13.0,5.93,1.04
253,2.08,13.0,5.93,1.04
253,2.08,13.0,5.93,1.04
253,2.08,12.9,5.93,1.04
252,2.08,12.9,5.93,1.04
252,2.08,12.9,5.94,1.04
252,2.08,12.9,5.94,1.04
251,2.08,12.9,5.94,1.04
251,2.08,12.9,5.94,1.04
251,2.08,12.9,5.95,1.04
251,2.08,12.9,5.95,1.04
251,2.08,12.9,5.95,1.05
251,2.08,12.9,5.95,1.05
251,2.08,12.9,5.95,1.05
251,2.08,12.9,5.95,1.05
251,2.09,12.9,5.96,1.05
251,2.09,12.9,5.96,1.05
251,2.09,12.9,5.96,1.05
251,2.09,12.9,5.97,1.05
251,2.09,12.9,5.97,1.05
251,2.09,12.9,5.97,1.05
251,2.09,12.9,5.97,1.05
252,2.09,12.9,5.97,1.05
252,2.09,12.9,5.97,1.05
252,2.09,12.9,5.98,1.05
252,2.09,12.9,5.98,1.05
252,2.09,12.9,5.98,1.05
252,2.09,12.9,5.98,1.05
253,2.09,12.9,5.98,1.05
253,2.10,13.0,5.99,1.05
253,2.10,13.0,5.99,1.05
253,2.10,13.0,5.99,1.05
253,2.10,13.0,5.99,1.05
253,2.10,13.0,6.00,1.05
254,2.10,13.0,6.00,1.05
254,2.10,13.0,6.00,1.05
254,2.10,13.0,6.00,1.05
254,2.10,13.0,6.00,1.05
254,2.10,13.0,6.00,1.05
254,2.10,13.0,6.01,1.06
255,2.10,13.1,6.01,1.06
255,2.10,13.1,6.01,1.06
255,2.10,13.1,6.01,1.06
255,2.11,13.1,6.02,1.06
255,2.11,13.1,6.02,1.06
256,2.11,13.1,6.02,1.06
256,2.11,13.1,6.02,1.06
256,2.11,13.1,6.02,1.06
256,2.11,13.1,6.03,1.06
256,2.11,13.1,6.03,1.06
257,2.11,13.2,6.03,1.06
257,2.11,13.2,6.03,1.06
257,2.11,13.2,6.03,1.06
257,2.11,13.2,6.04,1.06
257,2.11,13.2,6.04,1.06
258,2.11,13.2,6.04,1.06
258,2.11,13.2,6.04,1.06
258,2.12,13.2,6.04,1.06
258,2.12,13.2,6.05,1.06
258,2.12,13.3,6.05,1.06
259,2.12,13.3,6.05,1.06
259,2.12,13.3,6.05,1.06
259,2.12,13.3,6.05,1.06
259,2.12,13.3,6.06,1.06
259,2.12,13.3,6.06,1.06
260,2.12,13.3,6.06,1.06
260,2.12,13.3,6.06,1.07
260,2.12,13.3,6.07,1.07
260,2.12,13.4,6.07,1.07
261,2.12,13.4,6.07,1.07
261,2.13,13.4,6.07,1.07
261,2.13,13.4,6.07,1.07
261,2.13,13.4,6.08,1.07
262,2.13,13.4,6.08,1.07
262,2.13,13.4,6.08,1.07
262,2.13,13.4,6.08,1.07
262,2.13,13.4,6.08,1.07
262,2.13,13.5,6.09,1.07
262,2.13,13.5,6.09,1.07
263,2.13,13.5,6.09,1.07
263,2.13,13.5,6.09,1.07
263,2.13,13.5,6.09,1.07
263,2.13,13.5,6.10,1.07
263,2.13,13.5,6.10,1.07
264,2.13,13.5,6.10,1.07
264,2.14,13.5,6.10,1.07
264,2.14,13.5,6.10,1.07
264,2.14,13.6,6.11,1.07
264,2.14,13.6,6.11,1.07
265,2.14,13.6,6.11,1.07
265,2.14,13.6,6.11,1.07
265,2.14,13.6,6.11,1.07
265,2.14,13.6,6.12,1.07
265,2.14,13.6,6.12,1.07
266,2.14,13.6,6.12,1.08
266,2.14,13.6,6.12,1.08
266,2.14,13.6,6.13,1.08
266,2.14,13.6,6.13,1.08
266,2.15,13.7,6.13,1.08
267,2.15,13.7,6.13,1.08
267,2.15,13.7,6.13,1.08
267,2.15,13.7,6.14,1.08
267,2.15,13.7,6.14,1.08
267,2.15,13.7,6.14,1.08
267,2.15,13.7,6.14,1.08
268,2.15,13.7,6.14,1.08
268,2.15,13.7,6.15,1.08
268,2.15,13.8,6.15,1.08
268,2.15,13.8,6.15,1.08
268,2.15,13.8,6.15,1.08
269,2.15,13.8,6.15,1.08
269,2.15,13.8,6.16,1.08
269,2.16,13.8,6.16,1.08
269,2.16,13.8,6.16,1.08
269,2.16,13.8,6.16,1.08
270,2.16,13.8,6.17,1.08
270,2.16,13.8,6.17,1.08
270,2.16,13.8,6.17,1.08
270,2.16,13.8,6.17,1.08
270,2.16,13.9,6.17,1.08
270,2.16,13.9,6.17,1.08
270,2.16,13.9,6.18,1.09
271,2.16,13.9,6.18,1.09
271,2.16,13.9,6.18,1.09
271,2.16,13.9,6.18,1.09
271,2.17,13.9,6.19,1.09
271,2.17,13.9,6.19,1.09
271,2.17,13.9,6.19,1.09
272,2.17,13.9,6.19,1.09
272,2.17,13.9,6.19,1.09
272,2.17,13.9,6.20,1.09
272,2.17,13.9,6.20,1.09
272,2.17,13.9,6.20,1.09
272,2.17,13.9,6.20,1.09
272,2.17,14.0,6.20,1.09
272,2.17,14.0,6.21,1.09
273,2.17,14.0,6.21,1.09
273,2.17,14.0,6.21,1.09
273,2.17,14.0,6.21,1.09
273,2.18,14.0,6.21,1.09
273,2.18,14.0,6.22,1.09
273,2.18,14.0,6.22,1.09
273,2.18,14.0,6.22,1.09
273,2.18,14.0,6.22,1.09
273,2.18,14.0,6.22,1.09
273,2.18,14.0,6.23,1.09
273,2.18,14.0,6.23,1.09
274,2.18,14.0,6.23,1.09
274,2.18,14.0,6.23,1.09
274,2.18,14.0,6.24,1.10
274,2.18,14.0,6.24,1.10
274,2.18,14.1,6.24,1.10
274,2.18,14.1,6.24,1.10
274,2.19,14.1,6.24,1.10
274,2.19,14.1,6.25,1.10
274,2.19,14.1,6.25,1.10
274,2.19,14.1,6.25,1.10
274,2.19,14.1,6.25,1.10
275,2.19,14.1,6.25,1.10
275,2.19,14.1,6.26,1.10
275,2.19,14.1,6.26,1.10
275,2.19,14.1,6.26,1.10
275,2.19,14.1,6.26,1.10
275,2.19,14.1,6.26,1.10
275,2.19,14.1,6.27,1.10
275,2.19,14.1,6.27,1.10
275,2.19,14.1,6.27,1.10
275,2.20,14.1,6.27,1.10
275,2.20,14.1,6.27,1.10
275,2.20,14.1,6.28,1.10
275,2.20,14.1,6.28,1.10
275,2.20,14.1,6.28,1.10
275,2.20,14.1,6.28,1.10
275,2.20,14.1,6.29,1.10
275,2.20,14.1,6.29,1.10
275,2.20,14.1,6.29,1.10
275,2.20,14.1,6.29,1.11
275,2.20,14.1,6.29,1.11
275,2.20,14.1,6.29,1.11
